[0] 1:59	Oh.
[5547] 4:07:56	crumbs at the feet of the table?
[5548] 4:07:59	Okay.
[5549] 4:08:02	You have answered well.
[5550] 4:08:05	You've answered well. Your your your
[5551] 4:08:08	child is cured.
[5552] 4:08:11	That is
[5553] 4:08:15	that is just the way
[5554] 4:08:18	he is using in this particular situation
[5555] 4:08:20	to instruct his disciples
[5556] 4:08:23	>> [snorts]
[5557] 4:08:23	>> that salvation is for the world
[5558] 4:08:27	not just the Jews.
[5559] 4:08:30	God loves everyone.
[5560] 4:08:32	Even those that the Jews look down on.
[5561] 4:08:36	Christ will not be just the God of the
[5562] 4:08:39	Jews.
[5563] 4:08:41	God of the Jews
[5564] 4:08:43	and the Samaritans
[5565] 4:08:45	and the Gentiles. All the world shall be
[5566] 4:08:47	saved through him.
[5567] 4:08:51	And a reminder
[5568] 4:08:53	that the Jews were
[5569] 4:08:55	Yeah. high priest
[5570] 4:08:58	other
[5571] 4:08:59	Yeah. in the room
[5572] 4:09:00	The whole plan of God from the very
[5573] 4:09:02	beginning
[5574] 4:09:04	was to select a chosen people
[5575] 4:09:06	to become priests to the nations.
[5576] 4:09:10	That was the plan.
[5577] 4:09:12	Not to hoard God to themselves,
[5578] 4:09:16	but to take him out to the world.
[5579] 4:09:21	And that us versus them mentality
[5580] 4:09:24	of
[5581] 4:09:25	we're the Jews, we're the superior cuz
[5582] 4:09:26	we're God's chosen, God's ours, you
[5583] 4:09:29	can't have him.
[5584] 4:09:31	Everyone else is
[5585] 4:09:32	is beneath us.
[5586] 4:09:35	It's not the way God planned it.
[5587] 4:09:37	Definitely not the way God planned it at
[5588] 4:09:40	all.
[5589] 4:09:41	And this is
[5590] 4:09:43	Christ showing them, using their own
[5591] 4:09:46	words,
[5592] 4:09:50	how mistaken they are.
[5593] 4:09:58	Um, Mama says here, "Jesus was talking
[5594] 4:10:00	down us versus them mentality, and I'm
[5595] 4:10:03	here for it." Yeah.
[5596] 4:10:06	The Dizz Do said, "He helped the
[5597] 4:10:08	Centurion before that." Uh, the
[5598] 4:10:10	disciples should have gotten the
[5599] 4:10:11	message. You'd think.
[5600] 4:10:13	Think [laughter] they'd gotten the
[5601] 4:10:14	message. Well, I mean, he even preached
[5602] 4:10:16	like like the like uh what was it now?
[5603] 4:10:17	The parable of the um
[5604] 4:10:20	of the um
[5605] 4:10:22	prodigal son.
[5606] 4:10:24	That's that's what the parable of the
[5607] 4:10:27	prodigal son is all about. The prodigal
[5608] 4:10:30	son is the Gentiles.
[5609] 4:10:34	You'd think the disciples would have
[5610] 4:10:36	gotten it by this point. No.
[5611] 4:10:39	He [laughter] is a Roman
[5612] 4:10:42	Roman. Yeah. He is still
[5613] 4:10:45	Yeah.
[5614] 4:10:46	Yeah, the Centurion is the oppressor.
[5615] 4:10:48	He's he's the he's the he's the
[5616] 4:10:50	stormtrooper of his era.
[5617] 4:10:54	Walked around.
[5618] 4:10:56	Walked around with a white helmet.
[5619] 4:10:59	Yeah, pretty good. And he can't shoot
[5620] 4:11:01	straight. I know.
[5621] 4:11:03	>> [laughter]
[5622] 4:11:05	>> But yeah, the Centurion is the is the
[5623] 4:11:07	stormtrooper of his age.
[5624] 4:11:13	Um, Mama says
[5625] 4:11:15	Thank God, absolutely thank God.
[5626] 4:11:17	Absolutely thank God.
[5627] 4:11:20	Um, Mama also says prodigal son parable
[5628] 4:11:22	kind of does this too. Yeah, absolutely.
[5629] 4:11:24	Yeah. Foreshadowing? Yeah.
[5630] 4:11:26	Oh, yeah.
[5631] 4:11:28	There's a lot of this in the Gospels.
[5632] 4:11:31	Lot of it.
[5633] 4:11:33	And it's a lot of it is changing the
[5634] 4:11:35	mindset of his own disciples.
[5635] 4:11:38	Because the disciples had their own
[5636] 4:11:40	conception of who Christ will be,
[5637] 4:11:43	what salvation will be like,
[5638] 4:11:46	what his coming will be.
[5639] 4:11:49	You know, a lot of lot of lot of um, his
[5640] 4:11:52	disciples left.
[5641] 4:11:55	As soon as they figured out that
[5642] 4:11:58	Christ wasn't coming to overthrow the
[5643] 4:11:59	Romans.
[5644] 4:12:02	Well,
[5645] 4:12:03	I mean, everybody says
[5646] 4:12:06	that's why he was crucified. Yeah.
[5647] 4:12:09	If that's what they demanded the Messiah
[5648] 4:12:13	be.
[5649] 4:12:13	>> Yeah, they demanded the Messiah
[5650] 4:12:16	be the guy who overthrows the Romans.
[5651] 4:12:21	So,
[5652] 4:12:23	um, absolutely it was one of those
[5653] 4:12:25	things where
[5654] 4:12:27	he had to basically tell his disciples,
[5655] 4:12:29	get them into that state of mind,
[5656] 4:12:32	um,
[5657] 4:12:34	that you know, salvation is not just for
[5658] 4:12:37	the Jews.
[5659] 4:12:39	It'll start with the Jews. And then the
[5660] 4:12:41	Samaritans, and then the rest of the
[5661] 4:12:43	world.
[5662] 4:12:46	Andrum Graham goes, they were masters of
[5663] 4:12:49	the ball dropping it though. Yeah.
[5664] 4:12:52	Yeah, pretty much.
[5665] 4:12:56	Okay, so do you want me to take that
[5666] 4:12:58	question?
[5667] 4:13:00	We are almost done for the night here.
[5668] 4:13:06	When to do the dude
[5669] 4:13:07	um
[5670] 4:13:09	intentionally double tapped.
[5671] 4:13:15	All right, this will probably be the
[5672] 4:13:15	last question.
[5673] 4:13:17	We like do the dude. Everyone here likes
[5674] 4:13:19	do the dude.
[5675] 4:13:22	And he did apologize.
[5676] 4:13:25	So we'll we will we will we will carve
[5677] 4:13:27	out an exception here.
[5678] 4:13:29	Okay.
[5679] 4:13:32	Um
[5680] 4:13:34	The question is to refute the pyramids
[5681] 4:13:36	Orion conspiracy. Can't they dig where
[5682] 4:13:39	Sirius is supposed to be?
[5683] 4:13:44	Well, okay. To understand this, this is
[5684] 4:13:46	a this was a um theory started actually
[5685] 4:13:50	very recently in the 1980s.
[5686] 4:13:53	I think it's 82 that this came out. So
[5687] 4:13:56	this is not an old theory. This is a
[5688] 4:14:00	really really recent one.
[5689] 4:14:03	And it was done by um
[5690] 4:14:06	by a essentially a new age nut job.
[5691] 4:14:10	Um that basically said
[5692] 4:14:13	that
[5693] 4:14:15	if you that the that the tips of the
[5694] 4:14:18	pyramids
[5695] 4:14:19	line up
[5696] 4:14:21	with the belt of Orion.
[5697] 4:14:23	Okay?
[5698] 4:14:26	And
[5699] 4:14:30	Now
[5700] 4:14:33	the problem is
[5701] 4:14:34	you can move at any place around the
[5702] 4:14:37	pyramid if you're far enough away
[5703] 4:14:41	and they will align.
[5704] 4:14:43	Yes, Bouval. Yeah, Bouval is his name.
[5705] 4:14:47	Um
[5706] 4:14:49	I remember it was in 1982.
[5707] 4:14:55	But if you you have to be like something
[5708] 4:14:57	like
[5709] 4:14:58	to to to do the parallax properly so
[5710] 4:15:01	that each tip
[5711] 4:15:03	points straight up at one of the the the
[5712] 4:15:06	stars on the belt of Orion,
[5713] 4:15:08	you have to be like 7 mi away.
[5714] 4:15:12	You have to be 7 mi away in order for
[5715] 4:15:15	the parallax to work correctly.
[5716] 4:15:19	Who
[5717] 4:15:20	>> [laughter]
[5718] 4:15:20	>> in their right mind
[5719] 4:15:23	creates an alignment
[5720] 4:15:26	for
[5721] 4:15:28	where basically you have to stand
[5722] 4:15:31	7 mi away?
[5723] 4:15:35	Now,
[5724] 4:15:37	Seven's a godly
[5725] 4:15:39	Seven's a godly number.
[5726] 4:15:42	>> [laughter]
[5727] 4:15:43	>> Sure, 7 mi. 7 mi.
[5728] 4:15:47	Half the time at 7 mi away, you're not
[5729] 4:15:49	going to see the pyramids.
[5730] 4:15:51	You're not going to see them. Now, you
[5731] 4:15:53	can from some spots in Saqqara see the
[5732] 4:15:57	the the three pyramids from Saqqara, but
[5733] 4:16:00	it's not at all clear. Okay? It is
[5734] 4:16:04	really hard to see them.
[5735] 4:16:06	So, you know, you have got to have one.
[5736] 4:16:09	You have to have like perfect eyesight
[5737] 4:16:13	um to to even be able to to see that
[5738] 4:16:15	from Saqqara. And even then, your
[5739] 4:16:17	parallax might be wrong, so it won't be
[5740] 4:16:19	in alignment with Orion.
[5741] 4:16:22	Um
[5742] 4:16:24	>> [laughter]
[5743] 4:16:25	>> It's just um
[5744] 4:16:27	It's a crazy theory. It's a crazy
[5745] 4:16:29	theory. It has no basis in fact.
[5746] 4:16:32	Um
[5747] 4:16:36	It's got to be a low smoke and low smog
[5748] 4:16:38	day. Yeah. Well, I'm Yeah, that, too.
[5749] 4:16:41	Yeah, that, too.
[5750] 4:16:43	>> [laughter]
[5751] 4:16:45	>> And you're not getting very very many
[5752] 4:16:46	low smog days in Cairo anymore else or
[5753] 4:16:48	Giza anymore, I'll tell tell that.
[5754] 4:16:52	Uh you also have uh sandstorms come off,
[5755] 4:16:54	too. So, you know, you
[5756] 4:16:56	just the dust blowing in off the desert
[5757] 4:16:59	is enough to obscure the vision of it.
[5758] 4:17:06	I mean, you know, we when we were in
[5759] 4:17:07	Saqqara, you know, I I told the I think
[5760] 4:17:10	I told the tour, "Hey, yeah, the Great
[5761] 4:17:12	Pyramids are in that direction. See
[5762] 4:17:14	them?" Nope. "Okay."
[5763] 4:17:16	>> [laughter]
[5764] 4:17:20	>> But, you could see pyramids in the other
[5765] 4:17:21	direction.
[5766] 4:17:25	Yeah, there's a there's a little over
[5767] 4:17:26	rise that that uh actually
[5768] 4:17:29	um prevents you from seeing um the
[5769] 4:17:32	pyramids in most of those locations.
[5770] 4:17:34	So, um
[5771] 4:17:38	uh
[5772] 4:17:39	you're actually best place to see them
[5773] 4:17:42	would have been on the river
[5774] 4:17:46	at full inundation.
[5775] 4:17:49	So,
[5776] 4:17:50	um
[5777] 4:17:52	I mean, nowadays the river isn't even
[5778] 4:17:53	close to to the pyramids, but um
[5779] 4:17:58	but yeah, it's uh
[5780] 4:17:59	it's
[5781] 4:18:00	it's a goofy theory.
[5782] 4:18:02	There's no evidence for it. Uh, there's
[5783] 4:18:04	no ancient evidence for it at all.
[5784] 4:18:07	Um
[5785] 4:18:09	you know,
[5786] 4:18:12	you know, the the problem then this is
[5787] 4:18:14	this is a this is actually an ongoing
[5788] 4:18:16	issue in general with archaeoastronomy.
[5789] 4:18:20	Is you can propose an alignment for
[5790] 4:18:22	anything.
[5791] 4:18:24	You can propose alignment at any time.
[5792] 4:18:27	But, will it actually
[5793] 4:18:29	point to what you think it points?
[5794] 4:18:32	And is it practical for an observer to
[5795] 4:18:35	use as a as a sighting rig?
[5796] 4:18:39	And
[5797] 4:18:41	uh no, this is not practical as a
[5798] 4:18:44	sighting rig.
[5799] 4:18:46	Not at all.
[5800] 4:18:50	>> [laughter]
[5801] 4:18:53	>> The dozer dude, as they say, as above so
[5802] 4:18:57	below. Yes, squirrely face. Yeah.
[5803] 4:19:00	It's about it.
[5804] 4:19:02	No, it's it's it's it's a garbage
[5805] 4:19:03	theory. It's a garbage theory.
[5806] 4:19:05	Um
[5807] 4:19:07	and it's not even practical. It's not
[5808] 4:19:08	even practical to to use the pyramids to
[5809] 4:19:11	sight
[5810] 4:19:12	um
[5811] 4:19:14	the
[5812] 4:19:15	to properly sight an alignment
[5813] 4:19:17	with the
[5814] 4:19:18	the belt of Orion. It's just nuts. Just
[5815] 4:19:21	nuts.
[5816] 4:19:22	Uh but a lot of new agers bought it.
[5817] 4:19:25	A lot of a lot of new agers believe
[5818] 4:19:27	Bauval um and and and it came in this
[5819] 4:19:30	theory came out just at at the time when
[5820] 4:19:33	say um there was a a new age craze in
[5821] 4:19:36	North America.
[5822] 4:19:37	So
[5823] 4:19:40	but it's an absolute rubbish.
[5824] 4:19:42	Yeah, I think this one is absolute
[5825] 4:19:44	rubbish.
[5826] 4:19:46	>> [laughter]
[5827] 4:19:50	>> That totally absolute rubbish.
[5828] 4:19:53	But as I was saying though, uh it came
[5829] 4:19:55	out at the same time as the new age
[5830] 4:19:57	craze was coming out. So um
[5831] 4:20:01	I mean, I I met somebody in in the
[5832] 4:20:03	airport who who believed Bauval once um
[5833] 4:20:07	you know, when I was on my way to Egypt.
[5834] 4:20:09	And she this woman was I was I was
[5835] 4:20:11	coming, she was going.
[5836] 4:20:13	And you know, she had told she believed
[5837] 4:20:17	in Bauval lock, stock, and barrel. So it
[5838] 4:20:19	was just like, you know, it does have
[5839] 4:20:21	it had its believers. Um
[5840] 4:20:25	but
[5841] 4:20:26	I don't know anyone who's actually taken
[5842] 4:20:29	the trouble
[5843] 4:20:30	to do the proper lining of sight for
[5844] 4:20:33	that theory to see if it even works.
[5845] 4:20:36	You know, I have I have never actually
[5846] 4:20:38	seen anybody
[5847] 4:20:40	actually go out.
[5848] 4:20:42	Frankly, it'd be pretty dangerous
[5849] 4:20:43	anyway.
[5850] 4:20:44	To take a take a road trip 7 miles away
[5851] 4:20:47	from the Great Pyramids to do a line of
[5852] 4:20:49	sighting
[5853] 4:20:52	in the middle of the night
[5854] 4:20:54	>> [laughter]
[5855] 4:20:55	>> in the Egyptian desert?
[5856] 4:21:01	Yeah.
[5857] 4:21:02	Muslim Brotherhood
[5858] 4:21:04	Wild dogs. Wild dogs
[5859] 4:21:08	the Egyptian military mistaking you for
[5860] 4:21:10	terrorists.
[5861] 4:21:11	Oh, yeah.
[5862] 4:21:12	>> That's happened.
[5863] 4:21:13	Oh, yeah. That would be your number one.
[5864] 4:21:16	Yeah, that'd be your number one concern,
[5865] 4:21:18	yeah. Beyond wild dogs in Africa. Uh
[5866] 4:21:21	there
[5867] 4:21:22	There was There was this couple
[5868] 4:21:26	who did something really dumb.
[5869] 4:21:29	They decided to rent a Jeep.
[5870] 4:21:35	Um
[5871] 4:21:38	This couple, a man and a
[5872] 4:21:40	a husband and wife, rented a Jeep
[5873] 4:21:43	and decided to drive
[5874] 4:21:47	into the Western Desert
[5875] 4:21:50	and not tell anyone they were doing it.
[5876] 4:21:54	You you're allowed to do things.
[5877] 4:21:57	You just have to
[5878] 4:21:58	notify. Oh, you have to notify them and
[5879] 4:22:01	they might get You have to get
[5880] 4:22:02	permission. You have to get permission.
[5881] 4:22:03	Sometimes they can tell you no.
[5882] 4:22:06	Because the Western The Western Desert
[5883] 4:22:08	is a no-go area.
[5884] 4:22:10	It's a no-go area. You go in there,
[5885] 4:22:12	you're agreeing you're not going to be
[5886] 4:22:14	hurt.
[5887] 4:22:15	And
[5888] 4:22:16	the Egyptian military saw them
[5889] 4:22:20	and decided to
[5890] 4:22:24	to rocket
[5891] 4:22:26	the Jeep from a from a helicopter.
[5892] 4:22:29	Okay?
[5893] 4:22:32	Uh
[5894] 4:22:33	the the woman survived, the man didn't.
[5895] 4:22:39	So
[5896] 4:22:40	uh it's a serious thing to just wander
[5897] 4:22:43	out into the into the Egyptian desert.
[5898] 4:22:46	Um
[5899] 4:22:48	Yeah, just as No.
[5900] 4:22:50	So
[5901] 4:22:51	don't do it. It's not worth it.
[5902] 4:22:55	Yeah. And then they um
[5903] 4:23:00	Yeah, that's one of the reasons why this
[5904] 4:23:01	remains an untested theory.
[5905] 4:23:05	So
[5906] 4:23:06	uh it's just it's just um too dangerous
[5907] 4:23:09	to to confirm it most of the time.
[5908] 4:23:13	No, holy smokes.
[5909] 4:23:16	>> [laughter]
[5910] 4:23:17	>> That's one way of putting it.
[5911] 4:23:22	Yeah, to Grim, it will be the last thing
[5912] 4:23:23	you do.
[5913] 4:23:25	Uh yeah, quite literally, I think.
[5914] 4:23:30	Yeah, that's uh
[5915] 4:23:32	Yee. Yee.
[5916] 4:23:35	Yeah, so uh yeah, don't don't don't go
[5917] 4:23:37	into the Don't go to the Western Desert.
[5918] 4:23:39	Stay out Sinai, too. Okay?
[5919] 4:23:42	Uh Sharm el Sheikh is fine.
[5920] 4:23:44	Uh I'd rather go to Sharm el Sheikh
[5921] 4:23:46	anyway.
[5922] 4:23:47	Got dolphins you can play with.
[5923] 4:23:51	Uh
[5924] 4:23:52	it's a good it's a resort town. You can
[5925] 4:23:54	get alcohol on the beach. Um
[5926] 4:23:58	>> [laughter]
[5927] 4:23:59	>> Uh yeah, go to Sharm el Sheikh. Sharm el
[5928] 4:24:01	Sheikh is nice.
[5929] 4:24:02	It's beautiful.
[5930] 4:24:04	Um they do have sharks there, too,
[5931] 4:24:06	though, but um I I think you can handle
[5932] 4:24:08	sharks. But the dolphins are cool.
[5933] 4:24:14	Mama goes
[5934] 4:24:15	the hubris of ignorance. Yeah, well
[5935] 4:24:19	>> [laughter]
[5936] 4:24:21	>> Like the woman who rearranged
[5937] 4:24:25	Oh, yeah, there's that. Yeah, like the
[5938] 4:24:27	woman who rearranged the bear cubs
[5939] 4:24:30	uh for a better photograph.
[5940] 4:24:34	Yeah, she did not survive
[5941] 4:24:36	the return of the mama bear.
[5942] 4:24:39	Yeah, she definitely saw some um
[5943] 4:24:43	a covenant bear action there.
[5944] 4:24:48	So,
[5945] 4:24:49	yeah.
[5946] 4:24:51	Ooh.
[5947] 4:24:52	Well, um
[5948] 4:24:54	on that happy note
[5949] 4:24:56	uh want to thank everyone who joined us
[5950] 4:24:58	tonight.
[5951] 4:25:00	Uh I think we'll will call it at this
[5952] 4:25:02	point here.
[5953] 4:25:04	Um I do want to uh thank everyone who
[5954] 4:25:07	helped us get the um
[5955] 4:25:10	um the Brew Award for the Ark of the
[5956] 4:25:13	Covenant in its Egyptian context. And if
[5957] 4:25:15	you hadn't heard, this has won a very
[5958] 4:25:18	important non-fiction award.
[5959] 4:25:20	So, uh
[5960] 4:25:22	um
[5961] 4:25:23	the Brew Award is uh the category was
[5962] 4:25:25	ancient history.
[5963] 4:25:27	And um it won the uh 2026 non-fiction
[5964] 4:25:31	award. So,
[5965] 4:25:32	uh it was one of uh five books that won
[5966] 4:25:35	an award in the non-fiction category.
[5967] 4:25:37	So, we're really excited to be have been
[5968] 4:25:39	selected in that category. So,
[5969] 4:25:43	um
[5970] 4:25:44	as an absolutely fantastic news. And if
[5971] 4:25:46	you haven't uh purchased this book,
[5972] 4:25:48	please consider doing so and leaving a
[5973] 4:25:50	review. Again,
[5974] 4:25:52	book reviews matter. We want book
[5975] 4:25:54	reviews. More more book reviews.
[5976] 4:25:58	And book reviews matter more to us than
[5977] 4:26:00	say than sales really.
[5978] 4:26:02	And again, if you haven't picked up
[5979] 4:26:04	Relic Bearing of the Dead, also do that.
