[0] 1:48	Heat.
[3712] 3:15:28	way to destroy the texts.
[3713] 3:15:34	Yeah.
[3714] 3:15:41	Yeah. We didn't go out of way to to
[3715] 3:15:42	destroy our autographs.
[3716] 3:15:45	Islam did.
[3717] 3:15:49	Okay.
[3718] 3:15:58	Let's move on. Next one here. Uh, Ike
[3719] 3:16:01	the Great here for $49.99. Thank you for
[3720] 3:16:02	the super chat. My nephew would like to
[3721] 3:16:05	ask if you think there are any inspired
[3722] 3:16:08	parts of the Apocryphal books, not just
[3723] 3:16:10	some of the historical aspects are
[3724] 3:16:13	consistent.
[3725] 3:16:14	Um, I don't think that the Apocrypha is
[3726] 3:16:17	inspired. Okay.
[3727] 3:16:19	Now
[3728] 3:16:21	the apocrypha went through the same
[3729] 3:16:23	canon uh canonicity um process that the
[3730] 3:16:28	other old testament books did. Okay.
[3731] 3:16:31	And they were essentially excluded from
[3732] 3:16:34	canon.
[3733] 3:16:36	Now the we have to understand that the
[3734] 3:16:38	way canon worked in the old testament
[3735] 3:16:40	the old testament was you had the great
[3736] 3:16:42	council of Ezra and Nehemiah and they
[3737] 3:16:44	set forth the rules of canon. Okay, you
[3738] 3:16:48	got to know
[3739] 3:16:50	um this had to be a book that was
[3740] 3:16:52	presented to the temple. Okay, it had to
[3741] 3:16:55	be a uh book that if it's a prophecy,
[3742] 3:16:58	the prophecy came true.
[3743] 3:17:01	There can't be any glaring historical
[3744] 3:17:03	mistakes
[3745] 3:17:05	and it can't be pseudopigraph.
[3746] 3:17:08	that is if it's ascribed to somebody and
[3747] 3:17:12	that somebody could not have written it,
[3748] 3:17:15	there's a lie in the text.
[3749] 3:17:18	So that would that would basically
[3750] 3:17:20	preclude it from being canon.
[3751] 3:17:23	Okay.
[3752] 3:17:25	All the apocryphal books have failed the
[3753] 3:17:29	the the Ezra Nehemiah canonicity test.
[3754] 3:17:33	So
[3755] 3:17:35	there might be good stuff in those
[3756] 3:17:37	books. Look, I mean,
[3757] 3:17:40	um
[3758] 3:17:42	there's there there are aspects of the
[3759] 3:17:44	Apocrypha that contain wisdom,
[3760] 3:17:47	that contain some historical
[3761] 3:17:49	information.
[3762] 3:17:51	Um but that doesn't make them that
[3763] 3:17:53	doesn't make them inspired.
[3764] 3:17:55	Okay? In the same way that say the
[3765] 3:17:58	dialogues of of of Plato
[3766] 3:18:01	contain stuff that's has wisdom
[3767] 3:18:05	that's you know has historical facts in
[3768] 3:18:08	them that are really interesting.
[3769] 3:18:11	Yeah. That uh Nebuchadnezzar reigned in
[3770] 3:18:13	Nineveh is not a good look. It was not a
[3771] 3:18:16	good look in Judith. Okay.
[3772] 3:18:22	Yeah.
[3773] 3:18:25	Um,
[3774] 3:18:30	uh, Timmyara, why did Judith, uh, Jude
[3775] 3:18:32	quote Enoch? Why did Paul, uh, quote
[3776] 3:18:35	Monander?
[3777] 3:18:37	Okay, it's the same thing. Look, the the
[3778] 3:18:40	biblical source, the biblical writers
[3779] 3:18:41	are not limited to inspired books.
[3780] 3:18:44	They're not. They can quote things out
[3781] 3:18:47	of other books, too.
[3782] 3:18:50	They quoted Plato. Well, the biblical
[3783] 3:18:52	writers did, but they quoted Manander,
[3784] 3:18:55	who was a Greek philosopher,
[3785] 3:18:58	you know.
[3786] 3:19:00	Yeah. The church fathers quoted Plato
[3787] 3:19:01	all over the place, not inspired. They
[3788] 3:19:05	quoted they quoted the the Greek
[3789] 3:19:06	philosophers more than they quoted the
[3790] 3:19:08	Apocrypha.
[3791] 3:19:10	Okay. So,
[3792] 3:19:13	just because a a biblical writer quotes
[3793] 3:19:15	a non-biblical writer doesn't make it
[3794] 3:19:19	canon,
[3795] 3:19:20	you know. Um, you know, the book of
[3796] 3:19:23	Jasher is quoted. It's not scripture.
[3797] 3:19:28	Okay? In fact, it's probably the
[3798] 3:19:29	opposite of scripture. It's probably a
[3799] 3:19:31	pagan book, but it's still quoted.
[3800] 3:19:40	So, you know, while it can while they um
[3801] 3:19:43	cease a a lot of them, too. for example
[3802] 3:19:46	like um there's a quote uh uh when uh um
[3803] 3:19:51	Jamus and Jambre
[3804] 3:19:53	you know contested Moses well that is
[3805] 3:19:57	not exactly a historical event
[3806] 3:20:01	that's an idealized
[3807] 3:20:04	basically a Jewish mythological
[3808] 3:20:06	retelling of the Exodus conflict between
[3809] 3:20:09	Moses and the magic there's nobody in
[3810] 3:20:11	Egypt called Jambbras and Jambbras it
[3811] 3:20:14	never because
[3812] 3:20:16	those are Semitic names, you know,
[3813] 3:20:18	they're those [laughter] are not
[3814] 3:20:19	Egyptian names.
[3815] 3:20:22	But
[3816] 3:20:24	a lot of a lot of like for example um
[3817] 3:20:28	Paul will will quote a a a a uh was it a
[3818] 3:20:33	Greek
[3819] 3:20:35	uh philosopher when it talks about the
[3820] 3:20:37	criates
[3821] 3:20:39	in unflattering terms. Now, he's not
[3822] 3:20:40	saying that they're the criates are
[3823] 3:20:42	unflattering, but he is saying that, you
[3824] 3:20:45	know, this is something that's commonly
[3825] 3:20:46	held to. It's an apherism.
[3826] 3:20:50	So, sometimes they're quoted, these
[3827] 3:20:52	these non-biblical writers are quoted
[3828] 3:20:54	for their apherisms, their apherisms,
[3829] 3:20:58	their idealizations.
[3830] 3:21:00	Um,
[3831] 3:21:01	the Cretans. Yeah, that's the Cretans.
[3832] 3:21:03	Sorry.
[3833] 3:21:06	Yeah.
[3834] 3:21:08	But there's there's a lot of places
[3835] 3:21:09	where biblical writers will quote these
[3836] 3:21:12	secondary sources because they want to
[3837] 3:21:14	prove a point, not because they're
[3838] 3:21:17	saying that it's scripture.
[3839] 3:21:19	So that's what Jude does when it quotes
[3840] 3:21:23	Enoch is it is it is quoting their
[3841] 3:21:27	something that's not contained in
[3842] 3:21:29	scripture but proves the point.
[3843] 3:21:33	Now, in the particular case of Jude,
[3844] 3:21:36	um you have to be really careful with
[3845] 3:21:37	Jude, too, because the the let's say
[3846] 3:21:40	this, the grammatical structure of of
[3847] 3:21:42	Jude can lead you into a very very wrong
[3848] 3:21:46	direction
[3849] 3:21:48	because they're not
[3850] 3:21:51	Jude is not taking the Nephilim view of
[3851] 3:21:55	of Enoch.
[3852] 3:21:58	He's taking the did not keep to their
[3853] 3:22:01	abode view of Enoch. Okay.
[3854] 3:22:06	So Judah's being very very selective
[3855] 3:22:11	about what he quotes from Enoch. This is
[3856] 3:22:13	not the same as a fullthroated
[3857] 3:22:15	endorsement.
[3858] 3:22:18	So he's taking one really fine point
[3859] 3:22:23	to drive his his argument.
[3860] 3:22:26	So, we have to also be careful not to
[3861] 3:22:28	overread
[3862] 3:22:30	how much of Enoch is being taken into
[3863] 3:22:33	Jude. So, we got just got to be really
[3864] 3:22:36	careful about that.
[3865] 3:22:44	So, again, it's one of those things. It
[3866] 3:22:47	It's just one of those things that, you
[3867] 3:22:48	know, we got to just be super careful
[3868] 3:22:50	about.
[3869] 3:22:52	And you know, I don't think there's
[3870] 3:22:54	anything in the Apocryphalics books that
[3871] 3:22:56	are inspired personally.
[3872] 3:23:00	Um, inspiration is a high bar. It's a
[3873] 3:23:04	very high bar
[3874] 3:23:07	and you have to have a lot of it's a
[3875] 3:23:11	very, as I say, it's it's such a high
[3876] 3:23:13	bar that very few works can achieve it.
[3877] 3:23:17	So,
[3878] 3:23:19	be gone parallelia.
[3879] 3:23:21	Yeah.
[3880] 3:23:29	So, yeah, some of these apocryphal
[3881] 3:23:30	books, especially Mcabes, first Maccabes
[3882] 3:23:32	has a lot of historical data in it.
[3883] 3:23:34	That's pretty good.
[3884] 3:23:36	Spiritual stuff is is complete trash,
[3885] 3:23:40	but it's got some historical aspects
[3886] 3:23:42	that are very good, but you can say that
[3887] 3:23:45	about a lot of Greek works, too.
[3888] 3:23:49	That's the idea of using apocryphal
[3889] 3:23:51	books as wisdom.
[3890] 3:23:53	It's not a controversial thing. You can
[3891] 3:23:56	use you can use uh Greek philosophers
[3892] 3:23:58	for wisdom. You use Egyptian uh prophets
[3893] 3:24:02	for wisdom.
[3894] 3:24:05	You know,
[3895] 3:24:08	there's a there's there's something in
[3896] 3:24:10	in the uh uh admonitions of Tahoe
[3897] 3:24:15	that says, "Do not enter a lady's house
[3898] 3:24:17	when she's alone."
[3899] 3:24:20	Yeah, good idea.
[3900] 3:24:23	It's a good That's a good sense. That's
[3901] 3:24:25	a just a just a good practical piece of
[3902] 3:24:29	advice.
[3903] 3:24:31	Very wise. very wise, not inspired but
[3904] 3:24:35	very wise.
[3905] 3:24:39	So So
[3906] 3:24:53	yeah. So again,
[3907] 3:25:01	Marvas says, "I think the book of uh
[3908] 3:25:03	wisdom was inspired, considered inspired
[3909] 3:25:04	until Jerome denounced it." Uh it was
[3910] 3:25:07	already it was already denounced by in
[3911] 3:25:10	the Jewish cannon. Okay, Jerome
[3912] 3:25:13	basically followed it. Okay, it was not
[3913] 3:25:16	Here's the thing with the with the book
[3914] 3:25:17	of wisdom. It was not considered
[3915] 3:25:18	inspired
[3916] 3:25:20	by the time of Christ. By the time of
[3917] 3:25:22	Christ, it had already been excluded
[3918] 3:25:24	from the Jewish cannon. Um,
[3919] 3:25:27	many Christians uh uh early Christians
[3920] 3:25:32	did uh pick up the book of of of wisdom
[3921] 3:25:36	as long as along with other
[3922] 3:25:40	um pseudopigraph books like uh Barnabas.
[3923] 3:25:46	But Jerome decided ultimately to follow
[3924] 3:25:49	the Jewish cannon because again it
[3925] 3:25:51	followed the Ezra and Nehemiah council.
[3926] 3:25:54	So
[3927] 3:25:55	Book of Wisdom was not considered
[3928] 3:25:57	inspired under the Jewish cannon. It it
[3929] 3:26:00	was just wasn't basically the Old
[3930] 3:26:02	Testament as we have it today is the
[3931] 3:26:05	Jewish cannon.
[3932] 3:26:07	So yeah, Shepherd of Hermass was another
[3933] 3:26:10	example of it.
[3934] 3:26:12	So
[3935] 3:26:19	yeah, uh Hermes is another one example
[3936] 3:26:22	of these which was very widely
[3937] 3:26:24	circulated amongst say early Christian
[3938] 3:26:27	groups.
[3939] 3:26:29	Uh but when it came time to the
[3940] 3:26:31	translation of the texts and um say um
[3941] 3:26:37	the translation of the Vulgate, it was
[3942] 3:26:39	excluded from basically
[3943] 3:26:42	being considered as expired.
[3944] 3:26:45	So
[3945] 3:26:49	So um unfortunately Ike the great uh
[3946] 3:26:52	your your nephew um expiration is kind
[3947] 3:26:56	of an all or nothing proposition.
[3948] 3:26:59	It's either all of an athropographer
[3949] 3:27:01	book is inspired or none of it is
[3950] 3:27:04	because that's how inspiration works.
[3951] 3:27:07	So you can't just say parts of it are
[3952] 3:27:10	inspired. It's an all or nothing. So if
[3953] 3:27:13	the whole book is inspired, it's
[3954] 3:27:15	inspired. If part of it's not inspired,
[3955] 3:27:19	you know, you just can't sort of pick
[3956] 3:27:21	and choose here.
[3957] 3:27:23	Unless of course it's a scribal gloss.
[3958] 3:27:24	If if it's something that later editor
[3959] 3:27:26	put in, it might be inspired, but then
[3960] 3:27:28	that that gloss is not inspired. So,
[3961] 3:27:31	it's
[3962] 3:27:33	most of the apocryphal books will not
[3963] 3:27:36	meet that threshold. Not by a long shot.
[3964] 3:27:39	So, I hope that helped. Thank you very
[3965] 3:27:41	much for your question and uh thank your
[3966] 3:27:43	nephew for asking that question. It's
[3967] 3:27:45	great to hear that he's listening. So,
[3968] 3:27:47	thank you so very much.
[3969] 3:28:01	Okay, here.
[3970] 3:28:16	I think we're at the end of the super
[3971] 3:28:18	chest here, but I'm checking here. We're
[3972] 3:28:22	Yeah, I've answered a lot of questions
[3973] 3:28:24	along the way.
[3974] 3:28:27	Yeah, that's at the end. We're at the
[3975] 3:28:28	end. End of the questions. Woohoo.
[3976] 3:28:32	All right. Awesome.
[3977] 3:28:46	Uh, Timmyara asks, "What's in the Milo
[3978] 3:28:49	in Jerusalem?" I don't know. I haven't
[3979] 3:28:50	looked that up yet. That's something
[3980] 3:28:52	where I have to go look up in a in a map
[3981] 3:28:54	of Jerusalem and have a look. So, I
[3982] 3:28:56	don't know that yet. So,
[3983] 3:29:02	so unfortunately I can't answer that
[3984] 3:29:04	question.
[3985] 3:29:07	[laughter]
[3986] 3:29:10	Scott, throw money into the curiosity
[3987] 3:29:12	satiation. Till people
[3988] 3:29:17	[laughter]
[3989] 3:29:24	Uh, how how curious are you guys?
[3990] 3:29:29	>> I think I answered all most of the non-s
[3991] 3:29:31	super chats, too. So, I don't think we
[3992] 3:29:32	have anything else.
[3993] 3:29:37	>> Unless there's there's a a question
[3994] 3:29:40	burning in your guys uh
[3995] 3:29:46	uh chess here.
[3996] 3:29:55	Uh,
[3997] 3:29:57	uh, Dark Blade asks, "What was your
[3998] 3:29:58	motification for getting the GZ book?"
[3999] 3:30:01	It's one more Seemetic language I don't
[4000] 3:30:03	know. So, um, yeah, I thought that was
[4001] 3:30:06	it was cool. It looked interesting, so I
[4002] 3:30:08	just picked it up.
[4003] 3:30:12	>> [laughter]
[4004] 3:30:14	>> Uh, Timari, you can have an early night
[4005] 3:30:16	tonight. That' be nice. That never
[4006] 3:30:19	happens. I mean, look, we schedule these
[4007] 3:30:21	for 3 hours every time. We never hit the
[4008] 3:30:24	three-hour mark.
[4009] 3:30:30	So,
[4010] 3:30:32	I think we're there. I think we've we've
[4011] 3:30:33	covered everything.
[4012] 3:30:35	At least everything I think that is of
[4013] 3:30:37	super uh interesting.
[4014] 3:30:40	Um
[4015] 3:30:42	uh and we don't have a lot of people
[4016] 3:30:45	with burning questions right now. So
[4017] 3:30:46	maybe next week I hear that at
[4018] 3:30:49	Ministries is coming up with a new set
[4019] 3:30:51	of questions. So
[4020] 3:30:56	uh
[4021] 3:30:59	so I think we'll probably call it a
[4022] 3:31:01	night here.
[4023] 3:31:03	Um,
[4024] 3:31:05	[laughter]
[4025] 3:31:09	Tim says, "It's become a tradition that
[4026] 3:31:12	every time you say we might have an
[4027] 3:31:13	early night tonight, it's like a five
[4028] 3:31:15	hour live stream."
[4029] 3:31:18	>> Well, I think we're going to call it
[4030] 3:31:19	tonight here. So, I'm going to basically
[4031] 3:31:22	uh we're going to shut every start
[4032] 3:31:23	shutting things down here.
[4033] 3:31:26	Okay. So,
[4034] 3:31:30	uh we want to thank you all for joining
[4035] 3:31:31	us tonight. Uh I want to thank our super
[4036] 3:31:34	chat supporters. You guys are basically
[4037] 3:31:37	90% of our income and we really
[4038] 3:31:39	appreciate that. So um thank you so much
[4039] 3:31:44	for your support of this channel. You
[4040] 3:31:46	guys keep these live streams going and
[4041] 3:31:47	we really really appreciate it because
[4042] 3:31:49	without you we don't get to eat and
[4043] 3:31:52	because we if we don't get to eat we
[4044] 3:31:53	don't get to do these live streams. So
[4045] 3:31:55	we are really really grateful for your
[4046] 3:31:57	guys support of the ministry.
[4047] 3:32:01	Also, we want to thank those who are
[4048] 3:32:03	Patreon subscribers who generously give
[4049] 3:32:07	and um just really help us to keep the
[4050] 3:32:11	equipment going. We also want to thank
[4051] 3:32:13	our YouTube uh subscribers also for
[4052] 3:32:16	membership subscribers for basically the
[4053] 3:32:18	same thing. you guys also keep that
[4054] 3:32:21	equipment going. And we did uh it was
[4055] 3:32:23	really helpful to have that extra
[4056] 3:32:25	equipment to go to ATS this year and
[4057] 3:32:27	have decent video for once and one of
[4058] 3:32:30	those uh uh D&D games. So, we really
[4059] 3:32:34	appreciate that. And finally, we want to
[4060] 3:32:37	thank our regular members who basically
[4061] 3:32:40	view our our live streams, hit that like
[4062] 3:32:42	and subscribe button, and share the URLs
[4063] 3:32:45	with other social media platforms. you
[4064] 3:32:47	guys get the message out. With that
[4065] 3:32:49	said, thank you so much for joining us
[4066] 3:32:51	tonight. We're glad you could be here
[4067] 3:32:53	and we'll see you next time on Ancient
[4068] 3:32:55	Egypt and the Bible. Good night,
[4069] 3:32:57	everyone.
