[0] 1:48	Heat. Hey, Heat.
[4249] 3:42:25	accurate portrayal of human nature.
[4250] 3:42:29	So, I mean, it's just Yeah. There's some
[4251] 3:42:32	awful stuff in there.
[4252] 3:42:34	It's not an endorsement of that stuff.
[4253] 3:42:37	It's not basically saying that that
[4254] 3:42:39	stuff is true. In fact, it's just saying
[4255] 3:42:42	that this is what happened. So,
[4256] 3:42:49	candle the paste. You mean to tell me
[4257] 3:42:51	there's sin in the Bible? Say it ain't
[4258] 3:42:53	so.
[4259] 3:42:55	Could be. Could be. [laughter]
[4260] 3:43:02	So I mean,
[4261] 3:43:08	yeah. So I mean, we we get this all the
[4262] 3:43:10	time, you know. Uh so you know, when
[4263] 3:43:14	when the when the early church fathers
[4264] 3:43:15	are coming up with this theology,
[4265] 3:43:17	they're believing Satan's words in in in
[4266] 3:43:20	Luke 4 like it's gospel truth.
[4267] 3:43:28	Oh boy.
[4268] 3:43:29	And you can't trust that guy.
[4269] 3:43:33	The guy was he's the father of lies.
[4270] 3:43:37	Maybe that's a you know maybe that's a
[4271] 3:43:39	hint.
[4272] 3:43:41	Satan's the father of lies.
[4273] 3:43:44	Uh
[4274] 3:43:48	you know I I think I think a lot of the
[4275] 3:43:49	early church fathers are brilliant. I do
[4276] 3:43:51	think a lot of the early church fathers
[4277] 3:43:53	are are brilliant.
[4278] 3:43:56	But dang, sometimes
[4279] 3:43:59	sometimes they're
[4280] 3:44:01	naive and incredulous.
[4281] 3:44:04	Okay.
[4282] 3:44:05	And how they they got this um
[4283] 3:44:10	how they got this uh Christa's Victor
[4284] 3:44:14	theology just sort of strains credul at
[4285] 3:44:17	times.
[4286] 3:44:21	>> Is this
[4287] 3:44:25	>> um
[4288] 3:44:25	>> you know
[4289] 3:44:26	that
[4290] 3:44:28	that they're just going on what their
[4291] 3:44:32	Sundays.
[4292] 3:44:33	Well, there wasn't any Sunday school
[4293] 3:44:35	back in the early church father days,
[4294] 3:44:38	>> but
[4295] 3:44:40	>> today, yes, probably much more um um
[4296] 3:44:43	>> people don't
[4297] 3:44:45	>> Yeah, back back then they read
[4298] 3:44:47	critically,
[4299] 3:44:49	but
[4300] 3:44:50	um they didn't have that insight too of
[4301] 3:44:54	of that theological reflection that say
[4302] 3:44:59	where where they takes things like
[4303] 3:45:00	context into consideration.
[4304] 3:45:03	So um it's
[4305] 3:45:06	the cred the um the the credul of say
[4306] 3:45:10	the early church fathers isn't the same
[4307] 3:45:12	as the credul of fundamentalism today.
[4308] 3:45:16	So um
[4309] 3:45:19	the early church fathers they they
[4310] 3:45:21	treated it as a sacred text
[4311] 3:45:24	very quickly started treating it like a
[4312] 3:45:26	sacred text. uh it only it only took
[4313] 3:45:29	like you know a generation or two for
[4314] 3:45:32	for them to really revere it as a
[4315] 3:45:35	special sacred text
[4316] 3:45:38	you know so um
[4317] 3:45:41	so the credul of the early church is
[4318] 3:45:43	more the fact that they didn't have they
[4319] 3:45:46	don't have the context.
[4320] 3:45:48	Um, so they're trying to to reconcile
[4321] 3:45:51	things the way they know best and
[4322] 3:45:54	they're having to sometimes um
[4323] 3:45:58	try to derive these this theology as
[4324] 3:46:00	they go.
[4325] 3:46:05	>> Yeah.
[4326] 3:46:07	>> Yeah.
[4327] 3:46:08	>> Because he said not a single city's been
[4328] 3:46:10	>> Yeah.
[4329] 3:46:13	Yeah. And I think I think Gandalf the
[4330] 3:46:14	base here kind of nails it. Um, they
[4331] 3:46:17	were a young church trying to understand
[4332] 3:46:19	the teaching of the apostles scattered
[4333] 3:46:22	sometimes by hundreds of miles and no
[4334] 3:46:24	modern tech. They did the best they
[4335] 3:46:26	could with what they had. And I
[4336] 3:46:27	absolutely agree with that assessment. I
[4337] 3:46:29	think that that nails that hits the nail
[4338] 3:46:32	on the head really
[4339] 3:46:35	because um that is what we would expect
[4340] 3:46:39	uh from
[4341] 3:46:41	say um
[4342] 3:46:43	given what we know about the early
[4343] 3:46:45	church fathers. So yeah, absolutely
[4344] 3:46:47	agree with that.
[4345] 3:46:49	Okay, we'll take one more here
[4346] 3:46:52	from we're down to last uh 18 ministry
[4347] 3:46:56	question for the night here,
[4348] 3:46:59	which is
[4349] 3:47:02	how do we know that first and third
[4350] 3:47:04	Corinthians were spicy?
[4351] 3:47:09	H
[4352] 3:47:11	okay because it's talked about uh Paul
[4353] 3:47:16	discusses it in his other letters that
[4354] 3:47:20	um that he talks about um
[4355] 3:47:26	his previous letters to the Corinthians
[4356] 3:47:28	where he uh
[4357] 3:47:30	he uh gives them a good tongue lashing.
[4358] 3:47:38	Um
[4359] 3:47:40	yeah, apparently
[4360] 3:47:42	you know we we sometime we look at say
[4361] 3:47:44	um
[4362] 3:47:46	um what we would call first and second
[4363] 3:47:49	Corinthian which was second and fourth
[4364] 3:47:50	Corinthians and um we would say we would
[4365] 3:47:55	say okay you know he's he's coming down
[4366] 3:47:57	pretty hard on
[4367] 3:47:59	on the Corinthians and later on you know
[4368] 3:48:02	in in one place in in the passage and I
[4369] 3:48:04	don't remember where it is exactly you
[4370] 3:48:06	know he says that you know really is his
[4371] 3:48:09	other letters were worse. So,
[4372] 3:48:13	um that's how we know is through his own
[4373] 3:48:15	testimony. So,
[4374] 3:48:20	well, I don't think they enjoyed it. Uh
[4375] 3:48:24	BC4YT tongue lashing. They probably
[4376] 3:48:26	enjoyed it. No, I I I think I think they
[4377] 3:48:30	were embarrassed
[4378] 3:48:32	and I think they did everything they
[4379] 3:48:34	could to make sure those letters never
[4380] 3:48:36	saw the light of day again.
[4381] 3:48:39	And that's fine. We don't need to know.
[4382] 3:48:41	We don't need to know.
[4383] 3:48:44	Curious to know, but we don't need to
[4384] 3:48:46	know,
[4385] 3:48:50	you know. Just let that let those let
[4386] 3:48:53	those letters lie.
[4387] 3:48:57	you know, they can just go sleep.
[4388] 3:49:00	We don't need to know about the
[4389] 3:49:01	Corinthians past indiscretions.
[4390] 3:49:05	So,
[4391] 3:49:11	yeah, that would fall into the realm of
[4392] 3:49:12	gossip if if we did or detraction.
[4393] 3:49:16	Uh detraction is is another possibility
[4394] 3:49:19	here.
[4395] 3:49:22	So, um, to to to know what what what he
[4396] 3:49:26	said to the Corinthians was all true
[4397] 3:49:28	apparently,
[4398] 3:49:30	but it's not flattering information. So,
[4399] 3:49:34	and if they repented of it, there's no
[4400] 3:49:36	reason for us to know. Just like any any
[4401] 3:49:39	any personal sin matter.
[4402] 3:49:42	>> That's an
[4403] 3:49:45	>> Yeah. If somebody sinned and they
[4404] 3:49:49	repented of it, it's not our
[4405] 3:49:53	>> Yeah. Yeah. That's absolutely true.
[4406] 3:49:55	>> A very good role model.
[4407] 3:49:56	>> It's a very good role model as Mrs.
[4408] 3:49:59	producer says that
[4409] 3:50:02	um that
[4410] 3:50:05	if
[4411] 3:50:10	there's sin as repented of and amends
[4412] 3:50:14	are made,
[4413] 3:50:16	it's none of our business.
[4414] 3:50:18	It wasn't any of our business to find
[4415] 3:50:20	out what happened in first and third
[4416] 3:50:23	Corinthians. None of our business. So
[4417] 3:50:26	long as they repented
[4418] 3:50:29	um and as long as the appropriate steps
[4419] 3:50:32	uh for that repentance were done, not
[4420] 3:50:35	our not our concern. Not our not our
[4421] 3:50:37	circus, not our monkeys.
[4422] 3:50:38	>> If all parties involved
[4423] 3:50:41	>> are satisfied,
[4424] 3:50:43	>> yeah, satisfied.
[4425] 3:50:46	>> Yeah. If if all the parties are
[4426] 3:50:48	satisfied that repentance has been
[4427] 3:50:50	completed, then it's none of our
[4428] 3:50:52	business. So,
[4429] 3:50:59	all right. Um,
[4430] 3:51:07	so that is going to be the last super
[4431] 3:51:08	chat of the night. Do we want to take
[4432] 3:51:09	any nons super chats?
[4433] 3:51:13	And we are almost at midnight anyway. So
[4434] 3:51:18	see here
[4435] 3:51:39	had one up from Rita. Yeah.
[4436] 3:51:50	>> Yeah. I think we cover all at least
[4437] 3:51:57	>> 721. All right.
[4438] 3:52:08	We kind of touched on that already.
[4439] 3:52:11	We We did answer that.
[4440] 3:52:19	Yeah, I think we've answered almost at
[4441] 3:52:22	least all the most of the interesting
[4442] 3:52:27	um
[4443] 3:52:38	the interesting questions.
[4444] 3:52:44	Uh, I'll take this one from Ryan Cohen
[4445] 3:52:46	camp uh from 8:22. Uh, there was no idol
[4446] 3:52:50	in the middle of the cherubam. He's
[4447] 3:52:52	talking about the ark of the covenant
[4448] 3:52:53	here. So, it's different than others,
[4449] 3:52:55	right? Yeah. There's no there's no idol
[4450] 3:52:57	between the wings of the cherubam. It's
[4451] 3:52:59	an empty space.
[4452] 3:53:01	though it's different than other
[4453] 3:53:02	analogous ritual professional furniture
[4454] 3:53:06	um like say the uh the palenquin thrones
[4455] 3:53:11	um sacred barks all of those had
[4456] 3:53:14	basically where you had say cherubam on
[4457] 3:53:16	them there was an idol between the wings
[4458] 3:53:18	of the cherubam so the ark of the
[4459] 3:53:20	covenant is unique in the respect that
[4460] 3:53:22	there's no idol there none at all
[4461] 3:53:26	>> the idol was a unit that.
[4462] 3:53:31	>> Yeah.
[4463] 3:53:31	>> So the lack of
[4464] 3:53:34	symbolic that God could
[4465] 3:53:36	>> Yeah. There there is there is the fact
[4466] 3:53:38	that at least in Levventine
[4467] 3:53:42	um religion idols were used to trap a
[4468] 3:53:46	god to extort a god.
[4469] 3:53:50	That's always fun. Yeah. You know the
[4470] 3:53:52	gods are not someone you serve
[4471] 3:53:54	necessarily but you do extort them
[4472] 3:53:56	often.
[4473] 3:53:58	>> [laughter]
[4474] 3:54:00	>> Egyptian gods didn't put up with that,
[4475] 3:54:01	but apparently Levventine gods did.
[4476] 3:54:04	So, uh the fact that there's no
[4477] 3:54:09	um
[4478] 3:54:12	there's no um
[4479] 3:54:16	say
[4480] 3:54:20	um
[4481] 3:54:22	idol in the on the ark
[4482] 3:54:26	infers that God is not bound to be
[4483] 3:54:30	trapped in an idol.
[4484] 3:54:33	So yeah, puny god. Puny god.
[4485] 3:54:39	[laughter]
[4486] 3:54:41	Yep. Puny god.
[4487] 3:54:45	Yeah. Best line of that whole movie.
[4488] 3:54:50	I need to
[4489] 3:55:00	BC asks, uh, do I need to pent before I
[4490] 3:55:03	can repent? Is penting a problem? What
[4491] 3:55:06	if I'm a serial pter?
[4492] 3:55:09	I have no idea. [laughter]
[4493] 3:55:13	>> It's a good question. Don't know.
[4494] 3:55:18	Okay.
[4495] 3:55:23	Uh, Scott Worthan asks, "What's your
[4496] 3:55:24	take on Irinan theodysy?" I don't know.
[4497] 3:55:27	I don't know exactly what Ian theodysy
[4498] 3:55:29	is. Um, I know what theodysy is. Um,
[4499] 3:55:34	which is um the source of sin, but I
[4500] 3:55:37	don't know exactly what um, Ian theodysy
[4501] 3:55:40	is. So, theodysies are not really my
[4502] 3:55:44	specialization. So, it's hard for me to
[4503] 3:55:47	say exactly
[4504] 3:55:50	uh what is being um asked there. Again,
[4505] 3:55:54	I'm not I don't keep up on that stuff.
[4506] 3:55:57	All right. So, I think we don't have a
[4507] 3:56:00	lot more questions here. So, I think
[4508] 3:56:02	what we're going to do is probably call
[4509] 3:56:03	it a night. What do you say about that?
[4510] 3:56:11	Egypt.
[4511] 3:56:19	>> Oh, okay. We can take that. We'll end
[4512] 3:56:21	with that one. A 10:14.
[4513] 3:56:24	10:14. Okay.
[4514] 3:56:34	Uh I will answer that uh quickly before
[4515] 3:56:37	I do 10:14 here.
[4516] 3:56:39	um his uh dark blades um other question
[4517] 3:56:43	first on the metaphysics of the the
[4518] 3:56:49	feeding of the 10,000
[4519] 3:56:51	cuz he's asked it a number of times. Um
[4520] 3:56:55	all right.
[4521] 3:56:57	Uh
[4522] 3:57:02	he says, "How about how did the
[4523] 3:57:04	metaphysics of the feeding of the 5000
[4524] 3:57:06	work?" I can't tell you because it's a
[4525] 3:57:09	category error.
[4526] 3:57:11	It's kind of like asking the It's like
[4527] 3:57:15	what's the color of
[4528] 3:57:17	uh what's the color of the sound it
[4529] 3:57:19	made? Okay.
[4530] 3:57:22	Metaphysics is basically
[4531] 3:57:27	how the world works.
[4532] 3:57:31	>> Okay. DC.
[4533] 3:57:35	>> Oh, does he?
[4534] 3:57:36	>> Yeah.
[4535] 3:57:37	>> Uh, what time?
[4536] 3:57:40	>> I
[4537] 3:57:44	>> find funding. Okay.
[4538] 3:57:50	>> All right. Um,
[4539] 3:58:01	>> oh, sometimes I have ideas. Okay. Yeah.
[4540] 3:58:04	All right. Uh, BC asks a super chat.
[4541] 3:58:06	We'll answer this because we almost
[4542] 3:58:09	skipped it. Uh, for $5, thank you for
[4543] 3:58:12	the super chat. Sometimes I have ideas
[4544] 3:58:15	for various apologetics but don't have
[4545] 3:58:17	the requisite qualifications to be taken
[4546] 3:58:19	seriously.
[4547] 3:58:20	Can I donate my ideas to experts?
[4548] 3:58:24	Well, you could, [snorts] but they're
[4549] 3:58:26	probably not going to take them. All
[4550] 3:58:27	right.
[4551] 3:58:29	Um,
[4552] 3:58:29	>> but there's nothing.
[4553] 3:58:32	>> Yeah, there's nothing saying you can't
[4554] 3:58:33	write papers on your own, even if you
[4555] 3:58:35	don't have the requisite qualifications.
[4556] 3:58:37	Here's the thing that most experts have
[4557] 3:58:39	more than enough ideas on their own.
[4558] 3:58:42	Um, I know. Um, lame. Yeah, sure. I I
[4559] 3:58:46	don't deny that. Uh [laughter] okay.
[4560] 3:58:53	Uh the problem is that as I say most
[4561] 3:58:55	experts have more than enough ideas and
[4562] 3:58:57	more than enough work that they don't
[4563] 3:58:59	need more work.
[4564] 3:59:01	Um that's that's I mean it's true in my
[4565] 3:59:04	case where I have so many papers I need
[4566] 3:59:07	to work on and so many papers I need to
[4567] 3:59:09	publish but I'll just never get them all
[4568] 3:59:13	done.
[4569] 3:59:15	So,
[4570] 3:59:16	>> but he should do his own research
[4571] 3:59:21	and if he submits it to
[4572] 3:59:26	a a journal or something, you don't have
[4573] 3:59:30	BC4YT says, "Yeah, but they don't have
[4574] 3:59:32	to be my ideas." Look, I mean, if
[4575] 3:59:36	they're good ideas, you should publish
[4576] 3:59:37	them on your own.
[4577] 3:59:40	I mean, I mean, nobody wants to take
[4578] 3:59:43	other people's ideas. Nobody wants that.
[4579] 3:59:47	It's not that the ideas aren't good.
[4580] 3:59:50	It's just that we have our own ideas.
[4581] 3:59:52	And we're all busy.
[4582] 3:59:55	So, we're busy with with with writing
[4583] 3:59:57	our own things. I mean, look, I'm
[4584] 3:59:59	swamped. I am absolutely swamped. I
[4585] 4:00:04	mean, I'm writing a chapter for my
[4586] 4:00:06	publisher. I've got a backlog of 20
[4587] 4:00:10	papers that I need to actually get
[4588] 4:00:12	published.
[4589] 4:00:14	Yeah, I've got more ideas than I can
[4590] 4:00:16	handle.
[4591] 4:00:19	I can't give this stuff away. I'm sorry.
[4592] 4:00:23	>> It's idea. It's valid.
[4593] 4:00:25	>> Yeah.
[4594] 4:00:25	>> And write it.
[4595] 4:00:27	>> Yeah. I mean, if it's your idea,
[4596] 4:00:30	you should be the one writing it.
[4597] 4:00:34	Oh, look. You can always ask You can
[4598] 4:00:35	always ask the experts to evaluate your
[4599] 4:00:38	idea.
[4600] 4:00:40	Okay? Ask the exper
[4601] 4:00:43	experts to evaluate your idea. See if
[4602] 4:00:46	your idea has links and then go get it
[4603] 4:00:48	published.
[4604] 4:00:50	>> They don't look for publication. They
[4605] 4:00:52	block
[4606] 4:00:54	when they peer review it. They block
[4607] 4:00:56	names.
[4608] 4:00:56	>> A lot a lot of peer-reviewed
[4609] 4:00:58	publications do not require you to have
[4610] 4:01:01	credentials.
[4611] 4:01:02	They're just looking for good ideas
[4612] 4:01:05	expressed well and competently.
[4613] 4:01:08	So if you can do that,
[4614] 4:01:11	then yeah, then you should be doing the
[4615] 4:01:15	writing and the publishing cuz experts
[4616] 4:01:17	don't have the time for it. They just
[4617] 4:01:19	don't have the time. We've got our own
[4618] 4:01:21	fields of research. We got our own
[4619] 4:01:23	specializations and that fills our days.
[4620] 4:01:27	So um it's not that your your ideas
[4621] 4:01:30	aren't good. It's that we don't have the
[4622] 4:01:34	time. There's only so many hours in the
[4623] 4:01:36	day.
[4624] 4:01:37	>> And I got to sleep sometime.
[4625] 4:01:39	>> You should pick a journal.
[4626] 4:01:41	>> Mhm.
[4627] 4:01:43	>> Look at what they publish and write
[4628] 4:01:47	what they're looking for.
[4629] 4:01:48	>> I mean, to tell you how crazy it is for
[4630] 4:01:50	me, I got three hours of sleep last
[4631] 4:01:53	night.
[4632] 4:01:55	Three.
[4633] 4:01:57	That's not uncommon during times when
[4634] 4:01:59	you have to write.
[4635] 4:02:02	So, I mean,
[4636] 4:02:04	you know, if we're not sleeping as it
[4637] 4:02:07	is, you know, we're not going to be
[4638] 4:02:09	picking up extra ideas
