[0] 0:00	e
[2276] 4:25:06	again it's possible it's possible and that's that's
[2277] 4:25:12	where I think I think given the two sort of main competing theories for the origins of Yahweh as a uh basically a a
[2278] 4:25:20	deity name um I think the kennite hypothesis is much better than the
[2279] 4:25:26	northern Levant 11 hypothesis I don't think the uh it seems to be much much
[2280] 4:25:35	stronger than say um the northern hypothesis
[2281] 4:25:42	and it fits with the biblical narrative better too to be very
[2282] 4:25:48	honest so um I uh hope that helps uh thank you for
[2283] 4:25:55	sponsoring that question very much appreciate it and I also see you gifted
[2284] 4:26:00	10 more uh Channel memberships thank you again for doing that we really
[2285] 4:26:06	appreciate it and it really does help the channel
[2286] 4:26:11	we so appreciate your support
[2287] 4:26:19	okay now we need a couple
[2288] 4:26:25	more uh at Ministries asks the non Super Chat
[2289] 4:26:32	is tonight a lemon water night or an IC tea night it's a lemon water
[2290] 4:26:38	night um basically I I I generally have lemon
[2291] 4:26:43	water before a live stream but plain water during the live stream so so this
[2292] 4:26:51	tonight is just water just
[2293] 4:26:56	water wish it was whiskey it's just
[2294] 4:27:08	water uh okay uh uh let's take that as the
[2295] 4:27:14	last one then what what time is it 8:35
[2296] 4:27:20	okay
[2297] 4:27:27	8:35 uh I don't have any any um book recommendations on
[2298] 4:27:34	that the 3 is kind of pretty interesting
[2299] 4:27:43	okay um dosman asked uh where where did he ask that 825 okay so we're going back
[2300] 4:27:50	there go back way
[2301] 4:27:55	back okay 825
[2302] 4:28:02	has okay um Gosman asks any good book recommendations on the Nagata 3 period
[2303] 4:28:08	if you have any um no don't it's it's it's pretty
[2304] 4:28:17	interesting it's pretty interesting there's there's some that um
[2305] 4:28:24	you know when you when you do a specialization you tend to uh especially
[2306] 4:28:30	historical one uh you tend to focus on the um on the interesting aspects the
[2307] 4:28:36	the parts that of the history that really interest you and n three for me is Prett
[2308] 4:28:43	interesting the Roman period is po interesting uh even even helenistic
[2309] 4:28:51	Egypt is po interesting um my my the thing I really
[2310] 4:28:57	like is I like um New Kingdom Egypt that's really my focus I love New Kingdom Egypt it's fascinating it's
[2311] 4:29:03	always been the most fascinating period for me so um that's why I'm into temples
[2312] 4:29:10	I'm me to um the laborate burials uh that sort of thing the best
[2313] 4:29:16	uh sacred Furniture is during the New Kingdom Period
[2314] 4:29:21	um so I don't really get a whole lot into say even into the Middle Kingdom as
[2315] 4:29:26	much as I do in the New Kingdom so uh this is why I don't care much for
[2316] 4:29:31	pyramids it's pretty interesting
[2317] 4:29:40	[Laughter] but in the case in the case of of Nagata
[2318] 4:29:45	3 it's really pretty interesting I mean I'll read stuff on on
[2319] 4:29:51	on the Old Kingdom and I'll read stuff on on the Middle Kingdom but Nagata 3
[2320] 4:29:56	not that interesting for me
[2321] 4:30:01	okay now you said there was one last question
[2322] 4:30:16	8:35 okay so
[2323] 4:30:35	8:35 uh Jonathan Walker your your Julian one was a uh regular
[2324] 4:30:42	but we're going to take this one here is the last question of the night from Harry Stark okay and this is going to be
[2325] 4:30:50	our last question of the night because I'm tired I I got I got uh four hours of
[2326] 4:30:59	sleep last night I got four hours of sleep so so I'm I'm kind of feeling
[2327] 4:31:04	Punchy at this point I have been up for 20ish hours so I'm very tired so uh this
[2328] 4:31:12	will be the last question of the
[2329] 4:31:18	night oh okay we'll answer that first uh John fabec but we'll answer
[2330] 4:31:24	this one because this is actually a pretty good question what is Nagata 3 okay uh it's the predynastic period of
[2331] 4:31:32	Egypt okay so um you have say before the dynastic
[2332] 4:31:41	period of Egypt so you know how how we talk about like Dynasty 18 Dynasty 13 Etc well you go all the way back to
[2333] 4:31:49	Dynasty 1 and Dynasty 2 and Dynasty 1 is supposedly the when Egypt was formed uh
[2334] 4:31:57	by the way there was another question earlier somebody asked um do I think that Nar or menis was the first king of
[2335] 4:32:03	Egypt neither okay I think the first uh King of the United Egypt was
[2336] 4:32:09	hor Okay so um but PR prior to Dynasty
[2337] 4:32:17	1 is What's called the ngat period and the Nagata period is divided into three
[2338] 4:32:24	sections which are called Ngata 1 Nagata 2 and Nagata 3 and
[2339] 4:32:30	theat 3 is sometimes called Dynasty zero okay so it's the earliest Kings of
[2340] 4:32:39	of of Egypt and and a lot of these kings were buried to abide us
[2341] 4:32:46	so so that's the Nagata 3 period it is it is the um it's what's sometimes
[2342] 4:32:52	called Dynasty zero so sometimes you'll hear Dynasty zero or Nagata 3 it's the same thing but it's that period just
[2343] 4:33:00	before Dynasty 1 so so that's what NADA 3
[2344] 4:33:09	is okay so this will be our last question of the night from Harry Stark has biblical Sodom been
[2345] 4:33:17	discovered and the answer to that is no it has not been
[2346] 4:33:22	discovered um sorry but Ron Wyatt's biblical Sodom isn't even a city it's
[2347] 4:33:29	it's nothing at all it's nothing at all it's it's a natural formation no walls
[2348] 4:33:34	no human occupation nothing there okay it's in the wrong place even
[2349] 4:33:39	it's even in the wrong place uh tell Al Haman is also not Sodom it's
[2350] 4:33:46	way too late to be Sodom it's it's been pretty much dismissed by all the
[2351] 4:33:52	archaeologists it's just
[2352] 4:33:58	um uh it's just one of those things that is uh it was wishful thinking by uh by
[2353] 4:34:04	Steve Collins um and even even his uh it
[2354] 4:34:10	really weird what happened with that too um there was his his uh uh Field
[2355] 4:34:17	Supervisor got sacked by Collins when the field supervisor started questioning the field
[2356] 4:34:25	supervisor started questioning if tan was Sodom and he was
[2357] 4:34:31	replaced yeah um yeah so that's uh that's that's
[2358] 4:34:38	that's um that's pretty dodgy because because a field supervisor your Field
[2359] 4:34:43	Supervisor is after the main excavator is the most important guy on the Dig you
[2360] 4:34:48	don't replace a field supervisor
[2361] 4:34:55	gratuitously you know it's just yeah it's just terrible I mean
[2362] 4:35:01	there's so much hinky about that dig it's not even funny so to our best knowledge the
[2363] 4:35:08	biblical solum has not been found yet uh and all the candidates so far have not worked out for
[2364] 4:35:14	it so um so that's all I can say about this is
[2365] 4:35:21	that we have not found it yet and none of the supposed um candidates work all
[2366] 4:35:28	right so uh Jonathan Walker
[2367] 4:35:35	said uh the idea of the airburst is the only interesting thing regarding it um
[2368] 4:35:42	regarding rain down sulfur you know that airburst thing is has been a bust
[2369] 4:35:47	too I mean the world's leading expert on Air Bursts uh by the way he this guy uh
[2370] 4:35:53	who does Air Bursts the real scholar on this he works uh he works for Dow
[2371] 4:36:00	Corning uh making Ceramics for missile cones so he knows this stuff
[2372] 4:36:07	cold okay um basically has completely said that
[2373] 4:36:13	there's this looks nothing like an air burst nothing like an actual air
[2374] 4:36:18	burst um and what's even worse is though that sulfur that they found in the area
[2375] 4:36:25	is Biore reacted sulfur it's found all over the place all around the Dead Sea
[2376] 4:36:31	Basin so it's it's not even in one place it's found all over the place you can
[2377] 4:36:36	even find it at at Mada so it's all around that Dead Sea basin
[2378] 4:36:42	and it's basically Biore reacted there's there's bacteria in the
[2379] 4:36:49	soil that uh digest the calcium
[2380] 4:36:54	sulfate and basically create Elemental sulfur as a by byproduct of the
[2381] 4:37:01	metabolism it's it's really um so all those sulfur bols they found around the
[2382] 4:37:07	uh the Bas in there is is just the result of of bacteria
[2383] 4:37:15	so so anyway um that's going to be the last question of the night
[2384] 4:37:22	uh any last comments nope okay so so anyway we're
[2385] 4:37:29	going to call it a night here uh I want to thank everyone who uh helped support the channel tonight with your super
[2386] 4:37:35	chats thank you so very much and thank you for providing interesting questions too cuz you guys are making the show
[2387] 4:37:41	happen again if you want to join us for that tour of Egypt in the Bible please sign
[2388] 4:37:46	up the link is in the description uh it's going to be great absolutely fantastic so we would encourage you to
[2389] 4:37:53	do this once in a-lifetime thing we also want to thank our our
[2390] 4:37:58	membership supporters uh Jack Ray particularly who gives out the free memberships and those who pay for the
[2391] 4:38:04	memberships both the YouTube memberships as well as the patreons we really
[2392] 4:38:09	appreciate you you help keep our equipment running and we so appreciate that and finally we want to thank our
[2393] 4:38:17	our regular subscribers who watch these videos who hit that like button and who share the links on other social media
[2394] 4:38:25	platforms you guys get the message out so with that said have a great night
[2395] 4:38:30	thank you for joining us and we'll see you next time on Ancient Egypt and the [Music]
[2396] 4:38:40	Bible
