[0] 0:00	all right [Music]
[2189] 4:14:54	is governments print more currency um and this is actually something that I
[2190] 4:15:00	think would be very interesting to see more economist look at
[2191] 4:15:06	was how inflation worked in ancient Egypt use a Wolfgang Helk did some work on
[2192] 4:15:12	this and so did uh um yanyans and he also did some work on
[2193] 4:15:19	this where they charted the economic the state of
[2194] 4:15:27	inflation and you could see it rise in basically the cost of goods
[2195] 4:15:33	hell did some really great work on this but in the case of
[2196] 4:15:39	of inflation uh what you saw in Egypt was that the
[2197] 4:15:44	price of goods became much more costly the ones essential for living
[2198] 4:15:52	so while you have maybe in say the Middle Kingdom percent of milk in the New Kingdom early
[2199] 4:15:59	New Kingdom a bag of wheat
[2200] 4:16:04	a bag of emmer uh would cost an eighth to a quarter Devon
[2201] 4:16:13	and the Devon was you know the currency that everything was paid by
[2202] 4:16:18	by the by the time of ROMs he's the Third that same bag would go for eight Devin
[2203] 4:16:27	so you almost had you had a basically a five to ten times inflation of native
[2204] 4:16:34	Goods so how the Egyptians would counter this
[2205] 4:16:40	is they would bring more precious metals more wheat more wine more barley from
[2206] 4:16:46	from the Hinterlands and they would flood take that take that
[2207] 4:16:53	tribute give it to the P to the priests would then distribute it to the people
[2208] 4:16:59	so the tribute didn't all go to the king the king distributed it through the
[2209] 4:17:07	strata the social strata to even out inflation
[2210] 4:17:12	particularly the grain the Grain and the wine those were those were a lot of
[2211] 4:17:18	those were basically distributed down through the stratification
[2212] 4:17:23	and that would be the Hedge against inflation
[2213] 4:17:30	so in a better economy you only have two
[2214] 4:17:35	two strategies you can do to hedge off inflation you can produce more
[2215] 4:17:43	or you can go take more from other people
[2216] 4:17:50	Egypt was already using its land to its maximum potential there really wasn't much way they
[2217] 4:17:57	converted the whole feyum by the by the New Kingdom even in mid oh sorry in the Middle
[2218] 4:18:02	Kingdom they had already started doing Canal projects in the feyum to drain the
[2219] 4:18:09	the lake and the reservoir to turn the feud into farmland okay
[2220] 4:18:15	so they were already in the Middle Kingdom the late Middle Kingdom
[2221] 4:18:21	already maximizing their agricultural production
[2222] 4:18:28	so when you get to the 20th Dynasty there's no more room for expansion
[2223] 4:18:33	agriculturally at that point the only Resort they have
[2224] 4:18:39	to hedge off inflation is hegemony
[2225] 4:18:46	so there would be two they were they're kind of between a rock and a hard place so an economic crash
[2226] 4:18:52	for Egypt was pretty much inevitable pretty much inevitable
[2227] 4:18:58	it just took a while to get there as they lost the control over Kanan and
[2228] 4:19:04	Nubia and that happened roughly the same time end of the reign of Rome since the
[2229] 4:19:10	third you had already saw that the control over both
[2230] 4:19:16	both hegemonys had basically been lost and absolutely certainly happened by
[2231] 4:19:23	Ramses IV so the collapse of the economy was just
[2232] 4:19:28	a matter of time at that point well anyway thank you very much for the
[2233] 4:19:33	question I uh appreciate the question and I hope that helped
[2234] 4:19:38	okay we have
[2235] 4:19:44	one more we'll do one more non-super chat and then we'll probably call it a night at that point
[2236] 4:19:51	because we are at 12 20.
[2237] 4:19:59	we'll find one more interesting question
[2238] 4:20:05	take this one from earlier in the Stream
[2239] 4:20:27	BC where does the time go oh well
[2240] 4:20:32	it goes into the questions questions cause time dilation didn't you
[2241] 4:20:40	know Christian style is Dr Fox seems like a
[2242] 4:20:47	Costco Shopper yeah confirmed absolutely I'm a Costco shopper
[2243] 4:20:59	all right let's see
[2244] 4:21:14	uh take this one from I won't make this the last one of the night but I will take
[2245] 4:21:19	this one from Eric Smith Dr folk I see Tice Kennedy has several new books on
[2246] 4:21:24	New Testament are they as problematic as his Old Testament knowledge okay
[2247] 4:21:30	uh the content isn't okay there's two problems with his Old Testament books
[2248] 4:21:35	okay one is his manipulation of the facts
[2249] 4:21:41	the second problem is that he has very surface coverage of
[2250] 4:21:47	them um he gives you no indication of the context of the artifacts
[2251] 4:21:54	uh no historical background he basically summarizes a lot of them in
[2252] 4:21:59	like half a page which is shockingly shallow
[2253] 4:22:07	now I don't agree with everything he says in his New Testament books
[2254] 4:22:14	but in some ways they're not as bad
[2255] 4:22:20	um a lot of what he says about the New Testament is stuff that just other other Scholars have said
[2256] 4:22:30	um but they're still shallow and that's that remains a problem in across all his writing is they're very
[2257] 4:22:36	very surface level treatment of of the items
[2258] 4:22:42	so um I think that's problematic
[2259] 4:22:47	I think I think a guy of his credentials should be doing better work
[2260] 4:22:53	okay he's not going to do better work but as long as he keeps selling books what does he care
[2261] 4:22:59	so I wouldn't use his books I wouldn't use his materials um I don't think his New Testaments
[2262] 4:23:06	books are really as bad just because they've copied a lot of stuff from other
[2263] 4:23:12	Scholars that you know basically say the same thing
[2264] 4:23:17	but they're still shallow they're still shallow and I wouldn't use his work all right so
[2265] 4:23:24	uh thank you for the question very much appreciated
[2266] 4:23:33	I'll take one more non-super chat and then we're gonna call it a night
[2267] 4:24:00	take mine Ryan Gosling
[2268] 4:24:20	I'm gonna take one that interests me so I am looking
[2269] 4:24:26	I'm worried I'm not I'm the most high not fair hey life's not fair
[2270] 4:24:39	sorry someone
[2271] 4:24:46	oh I'm sure I'm sure they well I don't know if they'd be interested in that
[2272] 4:24:52	all right here's my book of the day this is what I got from Amazon today illum Testament and great k
[2273] 4:24:59	uh great critical Source text love it used it in seminary had to give up my
[2274] 4:25:04	copy when I moved to England but I bought myself a new one all right great great apparatus in that thing
[2275] 4:25:14	all right uh
[2276] 4:25:23	I will take uh one of the ones here from let me explain here let's just pick one
[2277] 4:25:29	here um
[2278] 4:25:34	I'll take this one this will be our last question of the night
[2279] 4:25:40	let me explain follows of the shepherd how did mil Egyptian turn into Copic the
[2280] 4:25:45	hieroglyphics into a letter system okay uh it didn't go directly from middle
[2281] 4:25:51	Egyptian to Coptic it actually took several detours okay
[2282] 4:25:58	male Egyptian first turned into late Egyptian so it had a change in syntax in in
[2283] 4:26:05	grammar in Middle Egyptian The Vow the verb comes first
[2284] 4:26:12	so middle Egyptian is a verb subject object language
[2285] 4:26:17	late Egyptian is a subject verb object language so there's a important change
[2286] 4:26:23	in in grammar and that happens during the second intermediate period
[2287] 4:26:30	then what happens is late Egyptian starts
[2288] 4:26:36	taking on characteristics of um ptolemaic uh language so it starts
[2289] 4:26:43	adding some extra determinatives uh you can you could even say ptolemaic
[2290] 4:26:49	Egyptian becomes kind of alphabet soup but what happens the critical changes
[2291] 4:26:54	when Egypt is conquered by Alexander the Great they're still going to use
[2292] 4:27:01	Coptic as a spoken language but now it has to be read by people who
[2293] 4:27:08	are native Greek speakers so what they do
[2294] 4:27:14	at the beginning of the ptolemaic period is they take the Greek alphabet
[2295] 4:27:22	they recognize that the Egyptian language has more phonemes than Greek
[2296] 4:27:27	okay so they basically take the Greek language
[2297] 4:27:32	and invent fix additional letters that represent phonemes not already
[2298] 4:27:38	represented by Greek and combined the Greek alphabet plus the
[2299] 4:27:45	six additional letters you get the Coptic alphabet
[2300] 4:27:50	and using that Coptic alphabet you could represent almost any word in Egyptian
[2301] 4:27:59	so that's how late Egyptian turned into
[2302] 4:28:05	Coptic is essentially a middle uh late Egyptian grammar
[2303] 4:28:13	added some Greek words about 10 percent of Coptic is Greek nine percent of it is Egyptian
[2304] 4:28:19	vocabulary and then just used an Egyptian alphabet or sorry a Greek alphabet which has been
[2305] 4:28:25	supplemented with six additional characters that's how you arrive at Coptic
[2306] 4:28:30	nope Haley I hope that helped thank you for the question and that is going to be the
[2307] 4:28:36	last non-super chat for the night and since that's also we have no more uh
[2308] 4:28:43	super chats we're also going to call this a night in general so we've been going for four and a half hours it's
[2309] 4:28:48	time for me to go to bed so with that said I want to thank everyone who turned out
[2310] 4:28:54	tonight it was another great live stream as these always are thank you very much for both our super
