[0] 0:00	all right
[2102] 3:58:03	hey last week I couldn't even I couldn't even remember the title of it okay so
[2103] 3:58:10	so it's just like
[2104] 3:58:15	so uh yeah I don't know what shelf it's on okay uh
[2105] 3:58:22	so St Ronan you're not gonna need you're not gonna need a course to to understand the book
[2106] 3:58:27	um we have people who read this book in a day we also have people who take months to to tear apart
[2107] 3:58:35	every little section of it to get the most out of it too so
[2108] 3:58:41	uh so it's one of those things that are you know you're going to kind of get out of
[2109] 3:58:46	it what you already have or what you put into it but the pictures oh yeah the pictures alone
[2110] 3:58:53	um pictures alone will make this worthwhile because it is
[2111] 3:58:58	no very very richly Illustrated now it's got the sort of
[2112] 3:59:06	um illustration that you find in a travel book so I did about six months of learning
[2113] 3:59:12	travel photography uh before actually doing this book so
[2114] 3:59:18	you know you're good you're gonna get a lot out of just the pictures so
[2115] 3:59:25	um so anyway so absolutely uh you'll get something
[2116] 3:59:30	out of the book you don't have to you don't have to you don't have to be a Biblical expert to to get something out of this book you'll
[2117] 3:59:37	get something really really interesting just by just by perusing its pages
[2118] 3:59:42	uh we've sent this book to people who have no biblical knowledge at all
[2119] 3:59:48	and um you know to some of our friends and you know they said you know I don't
[2120] 3:59:53	understand anything about Bible but enjoy the pictures so so anyway
[2121] 3:59:59	I want to thank uh Saint Ronan for that question it's gonna be the last uh
[2122] 4:00:05	uh non-super chat of the night
[2123] 4:00:11	oh yeah
[2124] 4:00:16	yeah uh Jack Ray says it could double as a coffee table book get one or two now
[2125] 4:00:23	absolutely absolutely uh
[2126] 4:00:28	yeah I'll get to uh let's find it or we'll we'll address some yeah it actually is would be
[2127] 4:00:36	um very good as a coffee table book because that's what we made we made this to books so it would be not just
[2128] 4:00:43	um not just good information but really really a beautiful book
[2129] 4:00:49	so um I mean that's how I blew my Advance on the book honestly is I blew my
[2130] 4:00:54	Advance going to Egypt for three weeks to take more photographs so for me that was that was really
[2131] 4:01:00	important and Christmas is coming up uh so we do appreciate the fact that
[2132] 4:01:06	people are buying the book and uh as I said people it's already earned out so
[2133] 4:01:13	you know it's it's people are loving it people are loving it so we we encourage people to get it
[2134] 4:01:18	as you know Christmas presents birthday presents whatever and it's something that you can give to people who are not
[2135] 4:01:24	biblically literate so and I said the pictures are just gorgeous and almost all of them are my
[2136] 4:01:31	own photographs so these are not photographs you're going to get in other books
[2137] 4:01:37	so these are 100 of these photographs are my own so I'm going in there and and I went to
[2138] 4:01:43	Egypt and for three weeks and I took pictures of everything I could just to do this book so uh you'll love
[2139] 4:01:50	it just for the pictures so anyway I'll take this last Super Chat from
[2140] 4:02:00	yeah camel leopard step one buy the book step two buy a coffee table uh yeah I don't
[2141] 4:02:07	have a coffee table either they'll definitely buy a coffee table if I'm gonna do a coffee table book
[2142] 4:02:16	okay finally from Talbot slate for uh 49.99 thank you for your generous
[2143] 4:02:21	support tonight fantastic uh is your book available on Kindle
[2144] 4:02:27	last question I promise um I think
[2145] 4:02:33	I don't know if it's on Kindle or not I don't think it is but my publisher has the right to to do
[2146] 4:02:40	electronic distributions I know it's available on was it now um
[2147] 4:02:46	Logos Bible software I think you can buy it through that I think that's the one electronical Edition that they have of
[2148] 4:02:52	it um there is electronic Edition I don't recommend the electronic Editions
[2149] 4:03:00	here's the thing um the book because it's so
[2150] 4:03:05	photographically intensive it's meant the the physical book itself
[2151] 4:03:11	is meant to be beautiful some of that is lost when it's digitized
[2152] 4:03:20	and that's what they the Kindle unfortunately sort of cramps crunches
[2153] 4:03:27	the pictures
[2154] 4:03:32	which one
[2155] 4:03:37	oh gee well that's funny
[2156] 4:03:45	BC can we have an audible version where each image is described with a thousand
[2157] 4:03:50	words I can tell you one thing almost every image has a story behind it
[2158] 4:03:57	um you know we might do that someday where we go through the book
[2159] 4:04:02	and show each picture from the book and then you know uh tell us tell a
[2160] 4:04:08	background story behind it because there's a lot of really I mean that was a wild trip that was a wild trip uh so
[2161] 4:04:16	yeah um yeah
[2162] 4:04:23	oh I would agree yeah
[2163] 4:04:28	yeah Danny demand Kindle has a hard time making comic books work double page spreads are toast
[2164] 4:04:35	you would lose you'd lose so much of of the beauty of the book just by doing it
[2165] 4:04:40	on a Kindle uh it doesn't have the color of the vibrancy it it matches the pictures down
[2166] 4:04:47	um it's just not it's not gonna look it's not gonna look nice it's not gonna look nice even if they had a Kindle
[2167] 4:04:53	edition and I have to my own knowledge I don't think they're they do have candle Edition I mean I can look it up on
[2168] 4:04:58	Amazon very quickly and see if they do but I don't think there is a candle
[2169] 4:05:03	easy yeah there was a lot of stories about
[2170] 4:05:09	dogs and and when I when I went to Egypt um
[2171] 4:05:37	oh see see all formatting there's more than one format
[2172] 4:05:43	uh nope oh wow
[2173] 4:05:50	remember I said uh remember I said earlier but as soon as a book on Egypt had a
[2174] 4:05:56	good scholarly book on Egypt goes out of print the price goes up no we're not out of print we're not out
[2175] 4:06:03	of print yet okay but people are already asking a hundred
[2176] 4:06:08	and six dollars for it used
[2177] 4:06:14	oh yeah collectible edition for 144 dollars
[2178] 4:06:26	yeah it's not out of print yet it's not out of print yet at least as far as I've been told but
[2179] 4:06:31	but people are already anticipating this is going to be worth something once it does go out of print so
[2180] 4:06:39	hmm yeah time to get it while you can because
[2181] 4:06:46	if they're already asking that for a book that's not out of print that you can still get new
[2182] 4:06:52	um yeah this thing's gonna Skyrocket when it when it goes out of print and that's just that's just normal that's just
[2183] 4:06:59	normal for um that's just normal for books on
[2184] 4:07:04	Ancient Egypt and the ancient Aries that are not popular books but it's more on the scholarly side
[2185] 4:07:09	so especially ones with hieroglyphs for some reason hieroglyphs people
[2186] 4:07:15	um say the um the new agers the comedic Orthodox
[2187] 4:07:20	people you know they they sort of sweep those those books off The Used Books
[2188] 4:07:26	um out of the abuse bookstores you know as soon as they go out of print so that just drives the price up
[2189] 4:07:33	so but no as far as I know there's there's uh there's never been a Kindle edition
[2190] 4:07:39	as far as I know and I'm starting here is blue dog
[2191] 4:07:45	um uh so I I I've never seen a Kindle edition for it I have seen a Logos Bible
[2192] 4:07:50	Software Edition for it so I know it's available on logos but again I don't
[2193] 4:07:55	recommend it I recommend the hardcover so anyway
[2194] 4:08:01	um but then again too I get more money off the uh off the logos Edition I mean
[2195] 4:08:07	so it's it's like I mean I think I get something like what's the price in USD let me check
[2196] 4:08:16	um what's the price in USD
[2197] 4:08:25	on Amazon it is 40. 39.95 so it's not an expensive book
[2198] 4:08:32	at least not for an academic book so
[2199] 4:08:40	so yeah so that's that's that's that's the price in USD so um
[2200] 4:08:47	so anyway um again but again I mean I get a lot as I say I get higher royalties off of the
[2201] 4:08:54	logos Edition but I always break I want this I want people to enjoy this that's really what I care about
[2202] 4:09:00	so even though I mean I got a lot higher royalties off the uh off the electronic Edition but
[2203] 4:09:06	I prefer people get the hard cover just because they will enjoy it a lot more
[2204] 4:09:12	so anyway I thank you very much for that final question uh uh from
[2205] 4:09:20	um Talbot Slade um about uh our our book
[2206] 4:09:27	again I hope we're hoping someday just in the not too distant Futures to start writing more books because that's sort
[2207] 4:09:34	of the point of going full time is that we get back to writing books so that said we are going to call it a
[2208] 4:09:39	night I want to thank everyone who joined us tonight uh it's been another great live stream
[2209] 4:09:46	I want to thank our subscribers and our or
[2210] 4:09:52	super chat or sorry our super Chatters and people who provided donations those
[2211] 4:09:58	keep our lights on and the power running and help us to put food on our table and
[2212] 4:10:03	we really really appreciate that and they help us to go towards full time and that's always always appreciated
[2213] 4:10:10	we also want to thank our patreon supporters and our membership subscribers who also help keep our
[2214] 4:10:19	equipment running uh provide us with new equipment and you know just keep this channel flowing
[2215] 4:10:26	and finally we want to thank our subscribers who support our Channel Through watching our videos
