[0] 0:19	Oh,
[4489] 3:55:57	I mean just
[4490] 3:55:59	you know when you think about about how
[4491] 3:56:02	Israel used to be like Canaan used to be
[4492] 3:56:04	like hippos. The hippos.
[4493] 3:56:08	Hippos are not not nice guy. Not not
[4494] 3:56:10	nice creatures.
[4495] 3:56:14	Yeah. We don't think about we don't
[4496] 3:56:15	think about Israel having hippos. They
[4497] 3:56:17	had hippos.
[4498] 3:56:27	So I mean, yeah, Judah had its lions.
[4499] 3:56:30	Exactly.
[4500] 3:56:32	Yeah. Judah had lions.
[4501] 3:56:34	Um
[4502] 3:56:36	the between the chafa and and uh
[4503] 3:56:39	felistia were hippos.
[4504] 3:56:43	Hippos are super dangerous.
[4505] 3:56:49	Jack Ray lions, tigers, and bears and
[4506] 3:56:51	hippos. Oh my. Yeah, they didn't have
[4507] 3:56:54	tigers, but they had lions and bears.
[4508] 3:56:56	Lions, bears, and wolves.
[4509] 3:56:59	And hippos.
[4510] 3:57:02	Oh [laughter] my.
[4511] 3:57:05	Yeah. So, there was lots of dangerous
[4512] 3:57:07	animals to go around.
[4513] 3:57:11	Okay. So,
[4514] 3:57:13	um that's the last of AT's uh questions
[4515] 3:57:16	here. Thank you very much at for
[4516] 3:57:17	sponsoring the channel through your
[4517] 3:57:19	super chats.
[4518] 3:57:21	Uh we have one more super chat and then
[4519] 3:57:24	we could probably call it a night.
[4520] 3:57:33	Okay.
[4521] 3:57:36	Uh, does Chowi asks for uh 15 Myanmar?
[4522] 3:57:41	Uh, does
[4523] 3:57:44	Deuteronomy 17:17 apply to national
[4524] 3:57:47	armies or just the king's personal army?
[4525] 3:57:50	Yes, it applies to both.
[4526] 3:57:53	Now, there's a reason why it applied to
[4527] 3:57:56	both. There was no separation between
[4528] 3:57:58	the national army and the army of the
[4529] 3:58:00	king.
[4530] 3:58:01	Okay? The army of the king, king's
[4531] 3:58:04	personal army and the national army were
[4532] 3:58:05	one and the same thing.
[4533] 3:58:08	So in the case of Deuteronomy 17:17,
[4534] 3:58:12	Israel was not supposed to have a large
[4535] 3:58:14	long a large standing army.
[4536] 3:58:19	The defense of the nation was up to the
[4537] 3:58:21	Lord.
[4538] 3:58:22	It was the Lord who defended the nation.
[4539] 3:58:25	It was the Lord who who fought on behalf
[4540] 3:58:29	of Israel.
[4541] 3:58:31	Israel's king was supposed to put his
[4542] 3:58:33	trust in the Lord, not in the sword.
[4543] 3:58:37	He wasn't supposed to trust other gods.
[4544] 3:58:40	He wasn't supposed to trust the sword.
[4545] 3:58:42	He wasn't supposed to trust money.
[4546] 3:58:47	So,
[4547] 3:58:49	so the idea of not having many horses
[4548] 3:58:53	meant that the king had to trust the
[4549] 3:58:55	Lord and had to obey the commandments
[4550] 3:58:59	and then the Lord would protect the
[4551] 3:59:01	nation and the and the king.
[4552] 3:59:04	It's when the king disobeyed
[4553] 3:59:08	that things went bad.
[4554] 3:59:12	So
[4555] 3:59:15	>> yeah, when the king when the king had
[4556] 3:59:17	horses, he took the credit. So it was
[4557] 3:59:19	just like,
[4558] 3:59:22	so the king would basically take the
[4559] 3:59:24	credit for the victory because it was
[4560] 3:59:26	his horses, his money, his soldiers.
[4561] 3:59:32	So Deuteronomy 17:17 applied to just the
[4562] 3:59:37	army in general.
[4563] 3:59:39	There was no difference between national
[4564] 3:59:40	armies or the um the uh the king's
[4565] 3:59:44	personal army here. They were one and
[4566] 3:59:46	the same. So
[4567] 3:59:49	anyway, I hope that helped. Thank you
[4568] 3:59:51	very much for the super chat. Very much
[4569] 3:59:53	appreciate it. And it's a good question.
[4570] 3:59:55	It uh but there wasn't a distinction
[4571] 3:59:57	back then between a national army and a
[4572] 3:59:59	king's army. It was one and the same.
[4573] 4:00:02	So,
[4574] 4:00:03	but the king of Israel was not permitted
[4575] 4:00:06	to accumulate large numbers of chariots,
[4576] 4:00:10	large amounts of uh big armies
[4577] 4:00:14	because Israel's king was not supposed
[4578] 4:00:16	to be a conquering king was a king and
[4579] 4:00:19	subject to the theocratic system,
[4580] 4:00:24	subject to the Lord. Okay, so I hope
[4581] 4:00:27	that helped. Thank you very much for the
[4582] 4:00:28	super chat. Very much appreciated. I
[4583] 4:00:30	think that's our last super chat for the
[4584] 4:00:32	night. Um, there was that one question.
[4585] 4:00:35	Was it uh hay stack
[4586] 4:00:43	956?
[4587] 4:00:46	Okay, we got one. Going to take one more
[4588] 4:00:47	non-s super chat for the night and then
[4589] 4:00:49	we'll call it a night here.
[4590] 4:00:55	956.
[4591] 4:01:04	Did I miss just miss the military aspect
[4592] 4:01:06	of the show? Oh, yeah. You totally did.
[4593] 4:01:11	Uh, the haststack asks, "Would clan
[4594] 4:01:13	chiefs likely had clan records?"
[4595] 4:01:16	Uh, some did, some didn't. It totally
[4596] 4:01:19	depends. Uh, some clan chiefs would have
[4597] 4:01:22	had clan records. Uh there was we do
[4598] 4:01:26	know that there were some clan records
[4599] 4:01:28	kept
[4600] 4:01:30	um particularly in the reg regards of
[4601] 4:01:34	certain say lines of genealogy.
[4602] 4:01:38	Um not all clans had good recordkeeping.
[4603] 4:01:43	Some just didn't. But it had to they had
[4604] 4:01:48	to keep some records to maintain who had
[4605] 4:01:51	say inheritance.
[4606] 4:01:54	So the purpose of clan records would
[4607] 4:01:56	have been for determining inheritance,
[4608] 4:01:59	property lines, that sort of thing.
[4609] 4:02:02	So
[4610] 4:02:04	there was there was some records uh we
[4611] 4:02:08	don't have many if any of them say
[4612] 4:02:11	today. um
[4613] 4:02:14	uh the genealogy of of of Christ would
[4614] 4:02:16	have been a reflection of say
[4615] 4:02:20	um clan records of
[4616] 4:02:24	of the line of David um at least coming
[4617] 4:02:28	out of Nazareth.
[4618] 4:02:30	Okay. So their clans did keep some
[4619] 4:02:33	records.
[4620] 4:02:35	How many? How often? Unsure. But they
[4621] 4:02:38	mostly involved matters of inheritance
[4622] 4:02:40	and legal rights.
[4623] 4:02:43	So I hope that helped. Thank you very
[4624] 4:02:45	much for the question. Really appreciate
[4625] 4:02:47	it.
[4626] 4:02:50	1157.
[4627] 4:02:55	Oh,
[4628] 4:03:00	that's a tough one.
[4629] 4:03:04	Okay. Um,
[4630] 4:03:09	oh boy. Yeah, that's not what I would
[4631] 4:03:11	like to end on, though.
[4632] 4:03:14	All right, let's let's take it. Um,
[4633] 4:03:17	Masai asks, "At home, we're slowly
[4634] 4:03:19	arriving at Samuel 1." Um, how can I
[4635] 4:03:23	explain that the punishment to kill the
[4636] 4:03:25	Amalachite infants in particular was
[4637] 4:03:28	just? I'm thinking of saying because no,
[4638] 4:03:30	God knows best, but seems too simple.
[4639] 4:03:32	Okay. Um
[4640] 4:03:36	the problem the the comp the complexity
[4641] 4:03:39	of this question
[4642] 4:03:42	um revolves around
[4643] 4:03:45	clan retribution. It's really what we
[4644] 4:03:47	what we're talking about here is is clan
[4645] 4:03:49	retribution.
[4646] 4:03:52	The Amalachite
[4647] 4:03:54	had this reputation
[4648] 4:03:57	which was earned. They earned this
[4649] 4:04:00	reputation
[4650] 4:04:01	of
[4651] 4:04:04	when they engaged the Israelites, they
[4652] 4:04:06	would use this tactic of knocking off
[4653] 4:04:09	the stragglers. They wouldn't face the
[4654] 4:04:11	Israelites head on. They basically did
[4655] 4:04:14	these um
[4656] 4:04:17	the sick, the old, the children, the
[4657] 4:04:19	stragglers.
[4658] 4:04:22	So they would pick off the weakest
[4659] 4:04:23	members of of the tribe.
[4660] 4:04:26	Okay. So
[4661] 4:04:29	they had gotten this reputation of of
[4662] 4:04:34	aggressive sniping tactics.
[4663] 4:04:38	So they're they're they're going uh with
[4664] 4:04:41	so whenever they in engaged in combat
[4665] 4:04:45	they would commit war crimes
[4666] 4:04:48	essentially. We would call these today
[4667] 4:04:50	war crimes where you say
[4668] 4:04:54	target hospitals. You know, people still
[4669] 4:04:56	do this today. You know, we saw we've
[4670] 4:04:59	seen this like in Ukraine where Russians
[4671] 4:05:02	uh target infrastructure. They they they
[4672] 4:05:05	target hospitals and orphanages.
[4673] 4:05:08	Okay. People who can't fight back and
[4674] 4:05:11	aren't in the battle.
[4675] 4:05:15	This is Yeah. It's a kind of guerilla
[4676] 4:05:17	warfare, but it's a it's a kind of
[4677] 4:05:19	guerilla warfare where you attack the
[4678] 4:05:21	weak.
[4679] 4:05:24	So,
[4680] 4:05:26	um, this has
[4681] 4:05:30	So,
[4682] 4:05:33	and and and they didn't stop doing this.
[4683] 4:05:36	Here's the thing. Here's the thing about
[4684] 4:05:40	um the war crimes of say the Amalachites
[4685] 4:05:43	is they didn't stop.
[4686] 4:05:45	you know, they had actually been sort
[4687] 4:05:48	of, you know, during the time of um the
[4688] 4:05:52	initial conquest, you know, their their
[4689] 4:05:55	first engagement where they destroyed
[4690] 4:05:57	the Amalachite city. I can't remember
[4691] 4:05:59	the name of the Amalachite city, but
[4692] 4:06:01	there was a Malachite city that they did
[4693] 4:06:02	destroy during the conquest
[4694] 4:06:06	and but there were still Amalachites
[4695] 4:06:09	living in the land
[4696] 4:06:11	and
[4697] 4:06:14	they did
[4698] 4:06:16	migrate amongst
[4699] 4:06:18	say for example the tribe of Ephraim.
[4700] 4:06:20	They they had they had some dealings
[4701] 4:06:22	with the tribe of Ephraim and
[4702] 4:06:26	and to a limited extent also I believe
[4703] 4:06:28	the tribe of Manasseh and
[4704] 4:06:32	you get to the time of Saul,
[4705] 4:06:35	they're still doing the same same
[4706] 4:06:37	garbage.
[4707] 4:06:38	They're still using the same tactics as
[4708] 4:06:41	before.
[4709] 4:06:44	And
[4710] 4:06:46	you know, God just said enough.
[4711] 4:06:50	Okay, you're going to act like an
[4712] 4:06:51	Amorite like like the Amorite
[4713] 4:06:53	Confederacy did. We're going to treat
[4714] 4:06:54	you like the Amorite Confederacy.
[4715] 4:06:57	Okay.
[4716] 4:06:59	So, the whole idea here is that
[4717] 4:07:03	um
[4718] 4:07:05	to kill the the the am the the
[4719] 4:07:08	Amalachite infants would have to be
[4720] 4:07:11	killed to prevent the ongoing cycle of
[4721] 4:07:13	clan retribution
[4722] 4:07:16	because this is how clan retribution
[4723] 4:07:18	works.
[4724] 4:07:19	You kill the parents. If the kids
[4725] 4:07:22	survive, they grow up and they do the
[4726] 4:07:24	same thing the parents did. It becomes
[4727] 4:07:27	this this cycle of retribution over and
[4728] 4:07:30	over and over again of avenging the
[4729] 4:07:32	parents.
[4730] 4:07:34	And this is so common among clan
[4731] 4:07:38	societies. It's not even funny. I mean
[4732] 4:07:40	you can even see this in other say clan
[4733] 4:07:43	societies which are not found in the
[4734] 4:07:45	ancient near east like in Japan.
[4735] 4:07:49	>> Hatfields and McCoys. Yeah. Atfields and
[4736] 4:07:51	McCoys.
[4737] 4:07:53	Um I think it's a tale of the Genji
[4738] 4:07:57	uh where um where this uh Japanese lord
[4739] 4:08:01	kills the parents but leaves the son
[4740] 4:08:03	untouched son grows up avenges his
[4741] 4:08:05	parents.
[4742] 4:08:07	So
[4743] 4:08:10	so um so this this this is this is one
[4744] 4:08:13	of those things that you just see this
[4745] 4:08:15	clan retribution over and over again.
[4746] 4:08:21	It never ends unless
[4747] 4:08:24	the kids are also at least at least
[4748] 4:08:27	within clan. Now once you go beyond clan
[4749] 4:08:29	societies, yeah, you can extend mercy to
[4750] 4:08:31	the kids because the kids will
[4751] 4:08:33	assimilate into into the the normative
[4752] 4:08:37	population. But in clan societies, you
[4753] 4:08:39	don't have that kind of assimilation.
[4754] 4:08:42	So it becomes a necessity.
[4755] 4:08:46	And it's not the children's fault.
[4756] 4:08:48	They're collateral damage,
[4757] 4:08:51	you know, they're the collateral damage
[4758] 4:08:53	in this. They're not the the kids are
[4759] 4:08:54	not guilty of anything,
[4760] 4:08:57	but because of the society that they're
[4761] 4:08:59	living in, which is a clan society,
[4762] 4:09:02	plus
[4763] 4:09:04	the fact that you get that clan
[4764] 4:09:06	retribution,
[4765] 4:09:09	it becomes necessity to kill the infants
[4766] 4:09:12	as well.
[4767] 4:09:15	So,
[4768] 4:09:18	you know, it's just it's just one of
[4769] 4:09:20	those things that it's it'd be better if
[4770] 4:09:23	if there was some alternative, but there
[4771] 4:09:24	wasn't an alternative back then. That's
[4772] 4:09:27	the only alternative you had to to kill
[4773] 4:09:31	the Amalachite infants or face the same
[4774] 4:09:34	thing again in 20 years
[4775] 4:09:37	because that's what had happened before.
[4776] 4:09:40	They didn't kill off the Amalachites
[4777] 4:09:42	when they entered the land. They killed
[4778] 4:09:44	off some of them, but by no means all of
[4779] 4:09:46	them because they hadn't killed the
[4780] 4:09:48	Amalachites. You got clan retribution
[4781] 4:09:51	again and again and again and again and
[4782] 4:09:54	again in a neverending cycle of
[4783] 4:09:57	violence.
[4784] 4:10:02	So the fact is that the fact that later
[4785] 4:10:05	on invaders could
[4786] 4:10:10	say knock off the parents and save the
[4787] 4:10:12	kids because society itself had changed
[4788] 4:10:15	from a clan-based society to a more
[4789] 4:10:18	urban society. So urbanization did a lot
[4790] 4:10:23	to stem off the tide of clan
[4791] 4:10:25	retribution. really what destroys clans
[4792] 4:10:28	ultimately and and and
[4793] 4:10:31	raises people out of that clan
[4794] 4:10:33	environment is urbanization,
[4795] 4:10:36	cities dissolve clans.
[4796] 4:10:40	And this is one of the things we we see
[4797] 4:10:42	um over and again is that as
[4798] 4:10:45	civilizations become more urbanized,
[4799] 4:10:47	more citybased,
[4800] 4:10:49	you get less clans. And because you have
[4801] 4:10:51	less clans, you got less clan warfare.
[4802] 4:10:55	It's at that point you can then extend
[4803] 4:10:58	that that sort of olive branch to the
[4804] 4:11:01	children.
[4805] 4:11:04	But until until a clan society shifts
[4806] 4:11:07	over to urbanization,
[4807] 4:11:09	yeah, there's there's usually very
[4808] 4:11:11	little choice in these sort of interclan
[4809] 4:11:15	conflicts other than to to kill the
[4810] 4:11:19	infants. It's not that the infants are
[4811] 4:11:20	guilty,
[4812] 4:11:22	but
[4813] 4:11:24	it's also a necessity, too. And it's
[4814] 4:11:27	collateral damage
[4815] 4:11:30	because the parents transgressed, the
[4816] 4:11:32	kids pay the price.
[4817] 4:11:34	>> It's
[4818] 4:11:41	>> Yeah. It's the only way of a means of
[4819] 4:11:43	having generational peace in a
[4820] 4:11:44	clan-based society. it just it just it's
[4821] 4:11:47	just a consequence of the time and and
[4822] 4:11:51	the the lack of alternatives.
[4823] 4:11:56	So,
[4824] 4:11:57	you know, it's not that necessarily here
[4825] 4:11:59	because God knew best, but God said,
[4826] 4:12:02	"Okay, an end to the cycle of violence
[4827] 4:12:06	and that's the only way you could
[4828] 4:12:09	accomplish this in that society at that
[4829] 4:12:13	particular time."
[4830] 4:12:15	No. No. It's like, well, people say,
[4831] 4:12:18	well, okay, that's disgusting. It's
[4832] 4:12:19	like, okay, yeah, sure, fine. It's
[4833] 4:12:21	disgusting.
[4834] 4:12:23	But what's the alternative? What's the
