[0] 0:03	okay uh
[2542] 4:40:45	example when recent people like that just marry them or a friend of mine who you know he's deconverted but I I'm
[2543] 4:40:52	still in correspondence with him I'm you know in private and he's doing all right but then I see all these YouTube comments so
[2544] 4:41:00	like Cameron turning to Catholicism because he finds experience that much more spiritually fulfilling where he
[2545] 4:41:07	even he even admits that his future life was dead because he didn't read the Bible he didn't do any of this with the
[2546] 4:41:12	proper study of it and then Tyler deconverting and I'm and
[2547] 4:41:17	then I read all these comments where everyone's going oh and it's so sad that this is happening and just the
[2548] 4:41:23	other day of a friend of mine also deconverted or changed to something else
[2549] 4:41:29	but then I can't I the the antidote to that is it just comes back to remember back
[2550] 4:41:36	when we were dealing with Petro and you and he gave that remark saying that
[2551] 4:41:42	the church is this I mean compared to like the church fathers and how they would interact with
[2552] 4:41:47	scripture and no multiple languages and the you know the educational status and
[2553] 4:41:52	it just comes down to my people are destroyed for lack of knowledge like
[2554] 4:41:58	yes um exactly but then but then you see it's that
[2555] 4:42:04	blended with a sort of like a business model agenda like that under the
[2556] 4:42:12	the uh the whole process that it's not a genuine it it just comes across as
[2557] 4:42:17	artificial like is shown like I I saw Sean approaching your arguments with
[2558] 4:42:23	like you could see it on his face he he's generally going wow okay like you can see it on his face he's he's taking
[2559] 4:42:30	into consideration what you're saying but then will he
[2560] 4:42:35	will he meditate on that in the long run I doubt I doubt it like
[2561] 4:42:43	it's just one of those okay it's just one of those things in the Bible that he'll consider as Maybe
[2562] 4:42:49	interesting reading or I suppose but will he I mean look his face look show
[2563] 4:42:54	us facing pressure on all sides Don is is facing pressure from the
[2564] 4:43:01	oxygen areas I know he has already experienced that
[2565] 4:43:08	pressure he's dropped Soul hints to that
[2566] 4:43:18	look how so
[2567] 4:43:25	basically he has he has hinted that
[2568] 4:43:31	um that that this debate was going to end up in a certain way when it didn't
[2569] 4:43:39	foreign
[2570] 4:43:49	for example um Sean through
[2571] 4:43:55	Titus lifelines along the way
[2572] 4:44:01	okay that's that's clearly evident all you have to do is look through the video and you can see
[2573] 4:44:07	Sean tried to help try us to not
[2574] 4:44:13	um go deeper into error of course Tyson take those lifelines but
[2575] 4:44:19	he did extend those lifelines that does betray a certain bias here
[2576] 4:44:29	he also was
[2577] 4:44:35	complicit in Titus is
[2578] 4:44:40	insists upon his particular agenda foreign
[2579] 4:44:48	we have to understand that this whole debate was structured around what Tice wants it ties his own agenda
[2580] 4:44:57	now I tried to push back against Texas agenda and I couldn't
[2581] 4:45:02	I couldn't make any Headway there Tessa's agenda basically every time I
[2582] 4:45:09	said hey I don't agree with this I don't agree with that tennis would put up a fit and we'd go
[2583] 4:45:16	right back to Tyson's agenda and Rob can back me up on this that
[2584] 4:45:24	even sean said that this is tyus's agenda
[2585] 4:45:29	he's seen the raw footage
[2586] 4:45:39	it was a really one-sided debate in the sense that
[2587] 4:45:44	Ty's got to call all the shots on this
[2588] 4:45:50	oh yeah there we go that that I'm glad you brought that up because again this
[2589] 4:45:55	is this is it actually happened and we're not we're not making a conspiracy or like you know we're throwing anyone
[2590] 4:46:01	on the bus this actually did happen but at the same time I I don't want to like because it is a
[2591] 4:46:06	private it was a private thing before it went live but that that that also made me go huh that
[2592] 4:46:14	Sean kept apologizing to David I'm sorry that it's only now happening you know
[2593] 4:46:20	because again there's always this pushback maybe some excuse along the way like okay let's
[2594] 4:46:25	change it here let's do this let's do that and um but again okay
[2595] 4:46:31	let's just be charitable and let's just let Titus you know that was his plan and you know in other
[2596] 4:46:38	words he he couldn't do it in those other times and then when the debate actually happened
[2597] 4:46:44	um again um he's raising all these points
[2598] 4:46:50	David was quick to because I could see David's frustration it's kind of like a again like how a
[2599] 4:46:56	young Creations log a certain points and it's like bang you just need to shut them down on those on those you know
[2600] 4:47:02	those points so Dave was quick to go up but what about this and what about that and then titus's response to that is
[2601] 4:47:09	let's let's change the topic let's go to another you know augmentation
[2602] 4:47:15	um and then
[2603] 4:47:20	and then if you have Biola of all places
[2604] 4:47:27	um who have good scholars in Biola like William and Craig for example I'm pretty sure he's in the philosophical
[2605] 4:47:33	Department of Biola um advocating for a early date Exodus like
[2606] 4:47:40	this I suppose maybe and then there's a general like a
[2607] 4:47:46	younger sort of vibe floating around um
[2608] 4:47:53	I can't help but just I don't know whether I should just throw my hands up and just accept it for what it is that
[2609] 4:48:00	the day will come where statistically there are going to be people in this classroom that are going to deconvert
[2610] 4:48:07	and then hate the Bible and hate God and so on or even have trust issues with
[2611] 4:48:12	Christians because they've been misled
[2612] 4:48:18	you know like I in other words I care about those people that are that that deconvert because my conversion to
[2613] 4:48:24	Christianity I'm really thankful my conversion I did not have any baggage going into it yes I
[2614] 4:48:31	was brought up in Christian family but we were especially you know in my arm bringing
[2615] 4:48:38	we I was told to just look at everything be free go figure it all out yourself
[2616] 4:48:44	um yes there's a Christian milieu of like how to approach like
[2617] 4:48:50	you know you go to church or how you present yourself and you know all that stuff
[2618] 4:48:55	but I was encouraged to uh like because I
[2619] 4:49:00	you know I would ask my folks like why are we Christian oh because we you know we believe this this and then I'll be like
[2620] 4:49:09	do you do you you know do you judge me or do you do you see me a different way if I don't have any um
[2621] 4:49:16	need in me to believe in this and my folks would say no we love you this is still the same uh it's just that I mean yes we do care
[2622] 4:49:23	that you you know like say take a baptism take an
[2623] 4:49:29	affirmation of faith but uh at the same time the only way
[2624] 4:49:35	we can do that fairly is that we can't force that on to you
[2625] 4:49:41	you just have to it has to happen and because in the speaking as Christians right this has to happen in God's timing
[2626] 4:49:47	and in your own Discovery through that and um
[2627] 4:49:53	yeah so I'm coming I'm it sounds like I'm I'm
[2628] 4:49:58	saying I that I have a more privileged position than a lot of other Christians
[2629] 4:50:03	no it's just that I'm just sharing my story and that is I didn't come from a calvinist household
[2630] 4:50:09	or an Armenian household or a Catholic household or a you know but these bad these packaged models of theology that
[2631] 4:50:16	this is the only way by which you can look at the Bible and you know Christianity and it I just
[2632] 4:50:22	my journey started because of my opas funeral and at that funeral I'm asking the
[2633] 4:50:28	question God what's your relationship to this death scenario I'm speaking as an
[2634] 4:50:34	atheist in that in that sense and and then that started in 2010 2015 was
[2635] 4:50:40	when I became a Christian and that five-year Gap was just me being blown away that
[2636] 4:50:49	I'm I've been educated in the scientific engineering field and I'm blown away at this an equivalent
[2637] 4:50:56	of what you know the scholarship that you see in the Sciences there's that much equivalent in the humanities and in
[2638] 4:51:03	the biblical scenario and so yeah those five years was just me
[2639] 4:51:09	just like whoa just look at all this wealth of discussion and debate and scholarship
[2640] 4:51:15	and that was my journey into Christianity
[2641] 4:51:22	he says that Christians I you know I feel I've I I feel very fortunate that I've
[2642] 4:51:28	been able to do it that way but there are a lot of people who deconvert uh purely because
[2643] 4:51:35	they didn't I I feel they haven't had that opportunity and um
[2644] 4:51:42	so hmm and you see this is so David this is why
[2645] 4:51:49	when you and so then when you do the Exodus thing with IPS you know video yeah um so then when I reach out to you
[2646] 4:51:57	and then my approach to you in our first interaction is still in that same
[2647] 4:52:04	approach that I had even back when I was an atheist so so uh you were guest
