[0] 0:00	e [Music]
[2058] 4:00:28	speculation thank you so much I know it's late thank you for me and the CRM archaeologies here in my group love your
[2059] 4:00:34	channel oh well thank you awesome glad to see you're here then uh we always
[2060] 4:00:40	love having archaeologists here a see RM which one's what is that um just uh just
[2061] 4:00:47	for my information uh CRM please uh please uh spell it that
[2062] 4:00:54	abbreviation for me please okay uh we're going to take a couple super chats and then we're going to call it a
[2063] 4:01:01	night culture Resource Management oh lovely interesting interesting that is
[2064] 4:01:09	fascinating cool okay uh what do we have for uh non
[2065] 4:01:15	super chats son I kind of covered
[2066] 4:01:24	them 905 all right let's go to 9:05 all
[2067] 4:01:33	right we're only going to take two so we don't have to have that many 905
[2068] 4:01:54	okay 905 okay fsan
[2069] 4:02:00	4 okay and he asks the Ark of the Covenant is called the foot stool of God
[2070] 4:02:06	is it possible that the cherubim on the top formed an actual Throne styled like
[2071] 4:02:11	some ancient Thrones which have cherubim like in the design
[2072] 4:02:20	uh it's probably there could have been a miniature Throne there uh an empty
[2073] 4:02:26	Throne that's possible but we're not told okay
[2074] 4:02:34	um there is some suggestion that empty Thrones were on some of these ritual
[2075] 4:02:40	pieces of furniture for the god to be placed Pawn
[2076] 4:02:47	so but we wouldn't know exactly if it was it would probably be a block style
[2077] 4:02:52	uh uh throne and it would probably not be all that impressive to look at so but
[2078] 4:03:00	we're not told okay we're we're told that the lid had two cherub them facing
[2079] 4:03:06	each other with the wing spread out over the The Mercy Seat Okay so
[2080] 4:03:16	but it's it's not going to be like say what you would see on a throne I think
[2081] 4:03:22	that's what you're probably driving at here where there is a on a throne you'll see say um cherabin like beings in the
[2082] 4:03:31	design now we got to be cautious here because there's two kinds of cherubim like
[2083] 4:03:37	beings like the Sphinx is not a cherub them as generally not referred to a
[2084] 4:03:44	cherub boom but there is a behind the throne you will see a winged Goddess
[2085] 4:03:49	that sometimes stretches its wings down to the sides of the throne
[2086] 4:03:55	okay so it wouldn't have been styled in that
[2087] 4:04:02	way because we're told that that there are two cherubim one on each side and
[2088] 4:04:07	they face each other on a typical Throne where you see a pair of cherubim they're
[2089] 4:04:14	side by side facing forward so it wouldn't be an actual
[2090] 4:04:20	Throne style design so you wouldn't see that on on on a piece of furniture like this it would
[2091] 4:04:28	be very unusual it' be very unusual you might see it on say a cultic
[2092] 4:04:34	statue but that's has a proxy human in on the throne but you wouldn't see it on
[2093] 4:04:42	say a p piece of say an of a an arc like this it would be much more um it would
[2094] 4:04:50	be much more typical to have the facing cheram as opposed to the side by side which is what you would have on a throne
[2095] 4:04:56	okay so the answer to this is probably not probably not so anyway I hope that
[2096] 4:05:03	helped thank you very much for the non Super Chat we really appreciate the question okay next one and the last
[2097] 4:05:12	one oh that's all I had huh okay I
[2098] 4:05:18	will okay we'll take this one right right beside it by Muhammad kurram and
[2099] 4:05:24	this will be the last one for the night okay which is why is the 14th Dynasty
[2100] 4:05:31	not considered hicko it's a good question all
[2101] 4:05:38	right it is true that the 14th Dynasty is not considered to be hicko
[2102] 4:05:44	the hicka are the 15th Dynasty now what's the difference between the 14th and the 15th
[2103] 4:05:52	Dynasty both the 14th and the 15th Dynasty were Semitic rulers okay but
[2104] 4:06:00	there's a difference a material difference now the the word hix SAU um comes from
[2105] 4:06:11	um the the words NE heut it literally means foreign
[2106] 4:06:18	rulers okay now the problem is the thing is the 14th Dynasty were not really
[2107] 4:06:26	foreign rulers they were basically a bunch of wandering
[2108] 4:06:32	Warlords okay they a bunch of Semitic
[2109] 4:06:37	gangs they were thugs okay they were essentially
[2110] 4:06:43	gangs of semites that sort of wandered the Nile Delta but didn't really establish any
[2111] 4:06:49	rule okay they would fight each other as much as anybody else
[2112] 4:06:55	okay so the 14th dynasty really wasn't a dynasty it was more of an
[2113] 4:07:02	anarchy okay so the Egyptians never considered
[2114] 4:07:08	them to be heut because the for Dynasty never ruled over
[2115] 4:07:15	the Egyptians they never ruled over them they were just sort of out there in the
[2116] 4:07:20	Delta pillaging pillaging beating each other up they're acting like barbarians out
[2117] 4:07:27	there okay got to beat each other
[2118] 4:07:33	up so uh so that's why they're not considered to be hios cuz they didn't
[2119] 4:07:39	they had no comprehensive rule whereas say the 15th Dynasty they established
[2120] 4:07:46	themselves at at of varus and they started to expand their their rulership
[2121] 4:07:53	okay and basically the 15th Dynasty are going to conquer Egypt All the Way South
[2122] 4:08:01	to thieves and then basically turn thieves into a
[2123] 4:08:09	vassel okay so uh the hicko did actually
[2124] 4:08:15	rule over Egypt at least the important bits of Egypt whereas the 14th Dynasty
[2125] 4:08:20	never really did and never really had a succession of leadership either they were just say as I said wandering
[2126] 4:08:27	Warlords that's the 14th Dynasty
[2127] 4:08:32	so uh that's going to be it for tonight yeah
[2128] 4:08:39	what all right well we'll take that then and this will be the last one then uh Brandon the Casual Gamer YouTube says
[2129] 4:08:46	who were the shasso uh they were
[2130] 4:08:52	essentially uh Nomads that were that were based out of the
[2131] 4:08:57	the out of ome okay so they're essentially your pre- that's
[2132] 4:09:05	who the shasu are um they are migratory
[2133] 4:09:11	herdsmen they would basically um uh take their herds out into the sin
[2134] 4:09:18	pasture them out there they would go as far as Egypt okay they would go as far as Egypt but they were based out of uh
[2135] 4:09:25	out of Edom so that's who the shasu were they were essentially uh noads that sort of
[2136] 4:09:31	wandered the Sinai they did they they had very elaborate dress okay so there was very
[2137] 4:09:38	interesting their clothing was very unique very unique uh they weren't just
[2138] 4:09:44	any Rand they're I think one thing people misunderstand about say the shasu
[2139] 4:09:51	is they think it's just a synonym for Nomads it isn't shasu are a tribal group they're
[2140] 4:09:58	an ethnonym they're an ethnic identity so they're more than just say
[2141] 4:10:07	[Music] a they're more than say just Nomads they
[2142] 4:10:12	had a spe specific ethnicity a specific culture a specific way of dress specific
[2143] 4:10:19	diet and migratory practices so and they basically originate out of
[2144] 4:10:26	the land of Edom so that's the shasu in a nutshell
[2145] 4:10:47	I'm not going to take that not not now all right all right so we're going to call
[2146] 4:10:53	it there um
[2147] 4:10:58	anyway uh Christian Alice asks do they have a
[2148] 4:11:03	connection to the Proto Israelites no not as far as we can tell
[2149] 4:11:09	uh they may have a small connection to Moses you know but um but I I don't think
[2150] 4:11:17	there's any connection between the shasu and the Israelites I think the only the
[2151] 4:11:22	only connection is that the Israelites kind of avoided them that's probably it
[2152] 4:11:28	because they really I mean we're really talking about here that's what we're talking about here so yeah I don't
[2153] 4:11:34	think there's any real connection between the Proto Israelites and and uh the
[2154] 4:11:42	shasu okay okay uh cuz frankly the the the Proto Israelites they're
[2155] 4:11:48	amorites okay they're amorites they're coming in from the
[2156] 4:11:53	Proto Israelites they're coming in from from northern uh Mesopotamia through
[2157] 4:12:00	Syria down into the Levant and then
[2158] 4:12:06	into um then into Egypt so they're amorites they're they're not shasu shasu
[2159] 4:12:14	have a completely different ethnicity and different origin so shasu have no connection as far as we
[2160] 4:12:22	can tell with the Israelites okay so with that said we are going to call it here because it is
[2161] 4:12:28	quarter after midnight so anyway I want to thank you all for
[2162] 4:12:34	joining us tonight I want especially want to thank those who provide super chats and uh who support us through
[2163] 4:12:42	PayPal thank you so very much we really appreciate it it keeps the lights on
[2164] 4:12:49	keeps the servers up after the passers blow out
[2165] 4:12:54	uh boom boom boom
[2166] 4:12:59	boom we also want to thank our our YouTube and and our um patreon
[2167] 4:13:05	supporters because you guys are fixing our Hardware which right now is kind of
[2168] 4:13:11	hobbling on a uh on crutches so we really appreciate that we also want to thank our regular subscribers
[2169] 4:13:17	who subscribe to the Channel watch our videos and hit that like And subscribe button and also share the URLs of our
[2170] 4:13:24	videos with other social media it gets the message out with that said thank you
[2171] 4:13:29	very much for joining us tonight and we'll see you next time on Ancient Egypt and the Bible good night everyone
