[0] 0:00	[Music] n
[2129] 4:13:14	Tera in the 18th century which fits Teru
[2130] 4:13:21	verkes in the land of haran which also fits
[2131] 4:13:26	the the uh the um where Teru goes to
[2132] 4:13:35	sojourn they both lose a sun at her okay you got her versus kkash and
[2133] 4:13:44	and it's urash Dee by the way so there's a possibility there that that was a scribal slip of the pen they added the m
[2134] 4:13:52	at the end the dad and the m at the end or it's a a different or it was a uh krm
[2135] 4:14:00	which is a possibility too so uh so these are these are extra
[2136] 4:14:08	biblical pieces of events here like the five Mari letters from um
[2137] 4:14:14	Teru okay uh Jonathan Walker what are the texts regarding ter these are the Mari
[2138] 4:14:21	letters okay uh you can find this in uh sasson's Jack sasson's
[2139] 4:14:27	Edition where he talks about Teru and there's five of these letters where Teru
[2140] 4:14:33	is having these discussions with the king ofari so these These are these are texts
[2141] 4:14:40	that came out of Mari the Mari archive and basically it's a very interesting
[2142] 4:14:45	the biography of of terum um he's basically a a a king king
[2143] 4:14:53	like figure or mayor of kkash and he wants to align uresh with
[2144] 4:15:03	Mari but the people don't want that they want to align with alarm so there's a
[2145] 4:15:08	riot it's a riot and one ter is killed
[2146] 4:15:15	Ates and he has to flee
[2147] 4:15:20	and and Teru has to become a sojer in the land of
[2148] 4:15:28	Haron fascinating it's fascinating it's they it's very similar names from very
[2149] 4:15:35	similar places going to the same place both losing his son it's just like a one
[2150] 4:15:42	toone at the same period of time it's a practically a onetoone correspondence
[2151] 4:15:48	between the biography of terara of and Tera or Teru of ures almost a onetoone
[2152] 4:15:56	correspondence so I would I would place this as the earliest
[2153] 4:16:02	myself but uh can you spell that last name
[2154] 4:16:08	sure uh Sasson or or cases Jack cesson
[2155] 4:16:14	just put them both in Jack
[2156] 4:16:19	cesson okay you found it yeah it's uh it's called the I think it's called the Mario archives I think I have the book
[2157] 4:16:26	right here actually oh inside my Des here it is uh from the Mari archives an
[2158] 4:16:33	analogy of old Babylonian Letters by Jack M Sasson there's the there's the
[2159] 4:16:39	cover great book I mean it's if you want to if you want to know about the Mario
[2160] 4:16:46	AR the Mario letters that's the
[2161] 4:16:56	book so it's amazing book well worth it um not as expensive as You' think A Book
[2162] 4:17:03	Like That should be but full full of diplomatic
[2163] 4:17:11	correspondence um there's even some letters between hamurabi and the king ofari in there so
[2164] 4:17:19	you know it's a good general you know it's a good resource for those documents
[2165] 4:17:25	it's a really good translation a really good resource for those
[2166] 4:17:32	documents okay so I hope that answers the question thank you very much for the question very much
[2167] 4:17:40	appreciated I was curious okay 906 9006 make this the last one of the
[2168] 4:17:47	night oh one more
[2169] 4:17:59	okay six
[2170] 4:18:13	[Music]
[2171] 4:18:21	six uh okay I see it okay Deacon asks were
[2172] 4:18:29	there Freemasons on the KJV editing board and if so then what something I should look up first before I try to
[2173] 4:18:36	answer that question um
[2174] 4:19:10	yeah the really the the earliest record we have a free masonry that we can
[2175] 4:19:17	verify okay um
[2176] 4:19:22	is um a record of the
[2177] 4:19:27	initiation in a lodge in 1646 that's the earliest record we have that we can
[2178] 4:19:34	verify from Freemasonry now the Masons make a huge number of claims about some
[2179] 4:19:41	other things but all of this is really
[2180] 4:19:46	really speculative okay so when we look to this and see
[2181] 4:19:53	okay were there Freemasons at the time of the KJV which is in
[2182] 4:19:59	1611 um the answer is probably
[2183] 4:20:05	not but even if there were so
[2184] 4:20:11	what um you know there there have been unbelievers on on translation boards
[2185] 4:20:19	forever I mean I mean septu agent was was translated by religious
[2186] 4:20:26	Jews okay so just because there's there's you
[2187] 4:20:31	know there's there's people who are translating things doesn't mean it's not fit for say purpose of sacred
[2188] 4:20:39	scripture you know you Scholars they are schol there Scholars like
[2189] 4:20:44	arasmus okay arasmus was a pretty much an athe I mean he was Catholic technically but not much of a Catholic
[2190] 4:20:52	okay he wasn't much of a Catholic yeah but arasmus was the guy who puts
[2191] 4:20:59	together the Texas receptus the the um that that addition that stefanus is
[2192] 4:21:07	Third Edition that's going to be used to translate the New Testament the
[2193] 4:21:13	KJV Rasmus was a scoundrel he was an absolute scoundrel okay but he was also an
[2194] 4:21:20	excellent scholar he was probably the one of the brightest Minds in Europe and and everybody everybody
[2195] 4:21:29	recognized it everyone recognized he was a womanizer he was a complete he was he was a
[2196] 4:21:35	womanizer but he was also a fine fine Greek scholar
[2197] 4:21:44	so just because somebody works on a translation or a text who's not a
[2198] 4:21:50	Believer who may be a freem Mason doesn't disqualify the
[2199] 4:21:59	work so I don't think there were Freemasons on the KJV editing board and
[2200] 4:22:05	if there were doesn't matter yeah King James himself was a
[2201] 4:22:11	mess too yeah
[2202] 4:22:16	so absolutely so but it doesn't matter because the work has to stand on its own
[2203] 4:22:24	and for its time the C and I'm I'm qualifying this for its
[2204] 4:22:29	time the KJV was an excellent translation it was an excellent
[2205] 4:22:35	translation for 1611 today not so good back in 1611
[2206] 4:22:43	it was very good okay so again just because an unbeliever works on a text
[2207] 4:22:49	like like CH dods I mean the guy is an atheist CH dods was a out andout
[2208] 4:22:56	atheist and yet he was one of the finest Greek Scholars of his time and worked on several translation committees including
[2209] 4:23:02	the early translation committee for um um many of the base text that we use
[2210] 4:23:09	today so you know take that for but it's worth
[2211] 4:23:16	too okay you have one last
[2212] 4:23:22	one it's
[2213] 4:23:31	12 oh
[2214] 4:23:36	dear okay
[2215] 4:23:46	8
[2216] 4:23:51	12 all right this is going to be the last uh last question for the night from
[2217] 4:23:56	M maple bacon and he or she asks how to
[2218] 4:24:01	have confidence as a Christian okay I'm going to say I'm going to qualify this I'm going to say
[2219] 4:24:08	this you're always going to have doubts of some kind doubts are part of the Christian Life you know in some ways
[2220] 4:24:15	you're going to have to get comfortable with your doubts now with that said you can lessen
[2221] 4:24:23	those doubts that's the good news the the bad news is you'll never eliminate them you know everyone has doubts of
[2222] 4:24:30	some kind at some point but you can eliminate them you can
[2223] 4:24:36	mitigate them and you can minimize them and how you do that is you get into the
[2224] 4:24:42	world of God you keep reading your Bible you keep praying you practice the the
[2225] 4:24:50	the faith as it were you know prayer meditation um be be plugged into a good
[2226] 4:24:58	church know so your your your practice is okay you basically want to do what
[2227] 4:25:04	you want to do is you want to make sure that the Bible permeates you you know
[2228] 4:25:10	read to learn read to study read devotionally okay and it's not just one
[2229] 4:25:17	of these it's all of these so you're going to study your texts you're going to study your Bible and you're going to
[2230] 4:25:24	learn about the Bible and you're going to you're going to read for devotion for your spiritual
[2231] 4:25:30	well-being and that's that's the importance of scripture the scripture
[2232] 4:25:36	basically strengthens our faith so I can always tell when a Christian
[2233] 4:25:43	doesn't have a lot of confidence because they've stopped reading their Bible you stop reading your Bible your
[2234] 4:25:51	faith starts getting shaky so that's that's that's the advice here
[2235] 4:25:59	keep reading your Bible keep being connected in Christian Community keep
[2236] 4:26:04	being Connected To God In Prayer yeah just talk to God talk to God
[2237] 4:26:11	in your prayers very prayer doesn't isn't necessarily a
[2238] 4:26:16	formal thing you don't have to make it formal just keep talking to God keep that line of communications open you
[2239] 4:26:24	know it's like it's like we said earlier when we talked about say we grow in community you know we grow in confidence
[2240] 4:26:32	in the Christian faith also in community in community with God in community with
[2241] 4:26:39	one another in community with the word of God himself so you got to get into your word
[2242] 4:26:47	of God you've got to get into your reading of your Bible don't get distracted by bells and whistles and and
[2243] 4:26:54	and tangents stay away from tangents stay away from controversies
[2244] 4:27:00	that don't help your faith you but really focus on the
[2245] 4:27:06	essentials reading your Bible praying to God and having communion with you your
[2246] 4:27:12	fellow Believers if you do all that your confidence as a Christian should grow
[2247] 4:27:18	okay so anyway I hope that helps that's going to be the last question for the
[2248] 4:27:25	night I uh want to thank you all for joining us tonight uh it was a great live stream as
[2249] 4:27:32	as usual I want to thank everyone who's donated super chats because you help keep us doing this fulltime we so
[2250] 4:27:39	appreciate it thank you so very much we also want to thank uh our our patreon
[2251] 4:27:46	and our YouTube subscribers who support our Channel who basically keep the
[2252] 4:27:53	technology running and in good repair so we appreciate that support thank you so
[2253] 4:27:59	very much we also want to remind you again too about the tour coming up on in March if you are interested in that tour
[2254] 4:28:07	to uh ancient Egypt where you get to see all the sites of Egypt the link is with
